"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Athletics","2050","1458","13230.0","4410","1568","111","61","48","322","136","103","136","54","99","45","12","40",".982","","2050","1458","13230.0","4410","1568","111","61","48","322","136","103","136","54","99","45","12","40",".982","","3","-2","11","4","-6","4","2254","1881",".835","486","","4","9.8","1.5","4.0","-14.5","0.8","1.8","56","0.1","8.9","0.0 %","364","10.2 %","127","26.5 %","98","50.4 %","129","78.8 %","222","97.6 %","2863"
"Giants","2241","1458","13059.0","4353","1638","115","66","49","307","134","96","135","39","129","53","5","54",".981","","2241","1458","13059.0","4353","1638","115","66","49","307","134","96","135","39","129","53","5","54",".981","","3","-1","-2","-6","12","9","2206","1821",".826","489","","25","-0.5","-1.9","14.7","-5.9","6.4","0.7","68","1.3","8.7","0.0 %","296","4.4 %","114","24.8 %","129","55.4 %","157","78.4 %","241","97.7 %","2685"
"Mariners","2016","1458","13110.0","4370","1570","72","35","36","391","155","127","158","43","128","39","20","61",".988","","2016","1458","13110.0","4370","1570","72","35","36","391","155","127","158","43","128","39","20","61",".988","","1","7","-1","-1","20","2","2185","1830",".838","508","","12","-5.2","7.0","5.0","11.9","18.7","2.1","55","-8.3","5.4","0.0 %","347","9.2 %","130","26.3 %","114","59.1 %","110","77.8 %","198","98.3 %","2805"
"Blue Jays","2104","1458","12993.0","4330","1736","101","50","49","399","169","119","169","51","87","43","15","56",".984","","2104","1458","12993.0","4330","1736","101","50","49","399","169","119","169","51","87","43","15","56",".984","","0","-4","16","5","37","60","2238","1864",".833","464","","-10","10.1","-3.9","-15.1","4.3","-4.6","0.7","82","1.5","3.9","0.0 %","353","10.3 %","116","24.1 %","116","49.6 %","135","83.0 %","277","98.0 %","2683"
"Royals","2040","1458","13062.0","4354","1624","113","60","50","383","173","116","173","51","113","51","11","49",".981","","2040","1458","13062.0","4354","1624","113","60","50","383","173","116","173","51","113","51","11","49",".981","","6","3","14","11","-25","0","2234","1827",".818","442","","16","16.6","5.1","-31.3","-1.4","-11.0","1.4","68","0.9","0.9","0.0 %","450","15.3 %","118","35.1 %","134","62.3 %","138","82.4 %","216","97.6 %","2680"
"Yankees","2178","1458","13008.0","4336","1472","75","44","30","310","135","85","135","48","90","28","17","53",".987","","2178","1458","13008.0","4336","1472","75","44","30","310","135","85","135","48","90","28","17","53",".987","","0","0","-10","5","-6","-2","2103","1716",".816","496","","-16","-7.6","-2.3","1.3","8.8","0.2","-1.7","69","-1.5","-1.4","0.0 %","350","7.1 %","99","25.9 %","108","56.0 %","116","81.3 %","230","98.3 %","2607"
"Rangers","2092","1458","12978.0","4326","1496","85","49","36","323","137","103","137","56","106","27","13","53",".986","","2092","1458","12978.0","4326","1496","85","49","36","323","137","103","137","56","106","27","13","53",".986","","-7","3","1","-4","8","-12","2126","1742",".819","495","","33","-3.0","4.0","12.5","-2.4","11.1","1.2","62","-2.2","-2.1","0.0 %","367","6.5 %","124","27.7 %","94","60.0 %","125","79.8 %","237","97.7 %","2628"
"Orioles","2102","1458","13347.0","4449","1680","106","59","44","371","151","116","152","69","63","36","10","34",".983","","2102","1458","13347.0","4449","1680","106","59","44","371","151","116","152","69","63","36","10","34",".983","","4","0","-1","-6","-12","-4","2266","1872",".826","507","","16","-4.3","0.4","-7.0","-7.4","-18.3","-3.2","58","2.8","-6.5","0.0 %","347","5.3 %","95","34.3 %","108","54.2 %","142","80.4 %","255","98.1 %","2831"
"Tigers","2104","1458","12876.0","4292","1481","99","44","52","316","127","100","127","42","131","45","14","46",".983","","2104","1458","12876.0","4292","1481","99","44","52","316","127","100","127","42","131","45","14","46",".983","","-2","4","-10","0","-16","-34","2068","1734",".839","427","","-27","-11.0","0.1","1.6","6.4","-2.9","-2.5","65","0.2","-7.7","0.0 %","273","2.5 %","118","20.2 %","99","52.0 %","123","75.9 %","207","98.3 %","2602"
"Nationals","2204","1458","13215.0","4405","1632","94","46","47","343","134","108","135","45","111","22","15","62",".985","","2204","1458","13215.0","4405","1632","94","46","47","343","134","108","135","45","111","22","15","62",".985","","-3","3","1","-2","-10","-15","2193","1832",".835","459","","23","3.4","-0.6","-5.6","3.9","0.9","0.7","86","1.0","-8.1","0.0 %","322","6.6 %","122","34.7 %","95","58.0 %","150","81.0 %","237","97.8 %","2654"
"Marlins","2093","1458","12966.0","4322","1648","103","58","42","386","155","128","154","34","88","28","14","36",".983","","2093","1458","12966.0","4322","1648","103","58","42","386","155","128","154","34","88","28","14","36",".983","","-3","3","-7","-10","-32","-60","2305","1903",".826","447","","6","-0.9","4.2","-10.7","-2.6","-10.1","-1.2","60","1.5","-10.5","0.0 %","320","3.0 %","133","29.1 %","103","53.3 %","135","75.3 %","223","98.1 %","2798"
"Cardinals","2233","1458","13164.0","4388","1754","107","62","44","370","149","110","150","37","56","43","9","46",".983","","2233","1458","13164.0","4388","1754","107","62","44","370","149","110","150","37","56","43","9","46",".983","","7","1","0","5","-14","25","2259","1838",".814","490","","8","-5.1","-0.7","-18.7","-4.1","-28.7","-4.6","67","2.1","-11.5","0.0 %","304","8.7 %","126","24.5 %","102","55.2 %","134","78.4 %","245","97.9 %","2729"
"Brewers","2194","1458","13083.0","4361","1532","99","48","48","293","133","89","133","35","123","39","5","57",".984","","2194","1458","13083.0","4361","1532","99","48","48","293","133","89","133","35","123","39","5","57",".984","","-3","-4","-3","5","6","23","2082","1709",".821","486","","0","-4.4","-8.0","-6.2","0.6","-17.9","-4.1","93","6.8","-15.2","0.0 %","376","8.9 %","113","37.0 %","119","56.7 %","134","79.9 %","224","98.3 %","2530"
"Padres","2226","1458","12912.0","4304","1655","121","57","62","216","97","71","98","43","152","47","18","49",".980","","2226","1458","12912.0","4304","1655","121","57","62","216","97","71","98","43","152","47","18","49",".980","","1","-8","-9","1","-18","-29","2137","1796",".840","470","","-7","-3.0","-10.0","2.4","-3.6","-14.2","-3.9","85","3.5","-15.7","0.0 %","337","7.9 %","126","23.9 %","113","55.4 %","159","78.1 %","242","98.1 %","2691"
"Twins","2085","1458","12948.0","4316","1785","107","58","45","458","189","147","190","42","111","24","8","60",".983","","2085","1458","12948.0","4316","1785","107","58","45","458","189","147","190","42","111","24","8","60",".983","","-4","6","-5","0","38","14","2416","2006",".830","495","","-15","-5.0","6.7","-8.6","-5.3","-12.2","-1.6","61","-3.1","-20.3","0.0 %","315","5.2 %","135","31.3 %","115","58.1 %","160","79.2 %","288","97.9 %","2842"
"Astros","2246","1458","12810.0","4270","1729","118","62","55","306","134","93","134","47","131","37","13","75",".981","","2246","1458","12810.0","4270","1729","118","62","55","306","134","93","134","47","131","37","13","75",".981","","-1","-3","3","-9","-51","-72","2226","1803",".810","475","","-36","3.0","-6.6","-8.2","5.6","-6.1","-1.1","63","-8.3","-20.4","0.0 %","402","8.2 %","122","23.6 %","106","48.2 %","141","76.7 %","232","97.5 %","2707"
"Mets","2218","1458","12906.0","4302","1502","101","52","44","330","136","105","135","38","97","30","32","40",".983","","2218","1458","12906.0","4302","1502","101","52","44","330","136","105","135","38","97","30","32","40",".983","","-3","-2","-4","-6","-32","-35","2086","1739",".834","438","","-22","-8.1","-2.0","-14.7","0.8","-24.0","-5.1","76","-0.4","-28.5","0.0 %","289","8.1 %","124","29.4 %","102","55.3 %","123","79.2 %","245","97.9 %","2661"
"Rockies","2220","1458","12798.0","4266","1718","122","55","66","338","139","106","140","54","121","43","22","94",".980","","2220","1458","12798.0","4266","1718","122","55","66","338","139","106","140","54","121","43","22","94",".980","","-1","-6","0","-24","-65","-116","2269","1846",".814","429","","-15","7.8","-3.0","-15.9","-3.7","-14.8","-1.0","76","-12.7","-28.5","0.0 %","486","9.1 %","143","26.8 %","138","55.2 %","136","80.9 %","257","97.6 %","2663"
"Pirates","2175","1458","12900.0","4300","1656","112","58","53","311","126","94","126","44","154","19","9","45",".982","","2175","1458","12900.0","4300","1656","112","58","53","311","126","94","126","44","154","19","9","45",".982","","-12","-1","-14","-10","24","-42","2220","1860",".838","492","","-21","-13.1","-3.5","10.0","-5.3","-11.9","-4.4","76","4.6","-31.4","0.0 %","289","9.3 %","108","27.6 %","98","54.9 %","144","79.2 %","240","97.7 %","2704"
"Indians","2151","1458","12978.0","4326","1665","96","41","54","390","158","129","158","44","140","37","13","67",".984","","2151","1458","12978.0","4326","1665","96","41","54","390","158","129","158","44","140","37","13","67",".984","","-1","2","0","-9","-31","-66","2357","1977",".839","481","","-11","-4.3","0.2","-26.5","-3.5","-34.1","-4.9","71","-3.8","-44.8","0.0 %","422","10.2 %","128","21.1 %","128","60.5 %","129","75.4 %","199","97.7 %","2846"
