"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Mariners","2125","1458","13068.0","4356","1609","82","48","34","330","140","106","139","30","92","35","11","80",".986","","2125","1458","13068.0","4356","1609","82","48","34","330","140","106","139","30","92","35","11","80",".986","","2","-1","-2","-7","7","6","2113","1761",".833","499","","16","-10.9","3.4","-3.0","9.5","-0.9","-2.3","95","-2.6","-3.5","0.0 %","207","3.2 %","187","26.2 %","164","56.6 %","99","79.1 %","215","98.3 %","2657"
"Diamondbacks","2035","1458","12999.0","4333","1645","101","51","49","341","149","109","149","39","75","34","6","50",".983","","2035","1458","12999.0","4333","1645","101","51","49","341","149","109","149","39","75","34","6","50",".983","","-3","1","8","-1","15","32","2152","1764",".820","484","","22","9.8","0.5","-18.2","4.0","-4.0","1.2","70","1.3","-4.7","0.0 %","268","6.4 %","235","31.2 %","154","57.5 %","134","76.3 %","240","98.2 %","2597"
"Mets","2114","1458","13173.0","4391","1617","104","54","46","405","159","140","159","49","85","25","16","56",".983","","2114","1458","13173.0","4391","1617","104","54","46","405","159","140","159","49","85","25","16","56",".983","","-3","-4","2","-7","28","14","2197","1800",".819","494","","-28","0.5","0.0","-3.0","3.8","1.3","0.3","73","-2.5","-5.1","0.0 %","272","3.4 %","204","25.0 %","160","58.1 %","117","79.3 %","227","97.6 %","2659"
"Padres","2218","1458","12948.0","4316","1560","101","48","53","276","126","84","124","56","116","40","21","57",".983","","2218","1458","12948.0","4316","1560","101","48","53","276","126","84","124","56","116","40","21","57",".983","","1","-10","-9","-6","57","46","2152","1775",".825","487","","-30","-7.1","-9.0","14.2","-2.8","-4.8","-3.0","94","0.9","-7.8","0.0 %","232","5.9 %","222","30.8 %","208","57.1 %","133","79.8 %","238","98.2 %","2595"
"Tigers","2157","1458","13086.0","4362","1539","101","56","44","361","154","109","154","26","111","51","8","43",".983","","2157","1458","13086.0","4362","1539","101","56","44","361","154","109","154","26","111","51","8","43",".983","","1","1","-10","2","-52","-69","2333","1882",".807","440","","-17","-6.5","0.2","-14.2","3.4","-17.1","-3.1","76","4.0","-11.1","0.0 %","298","3.6 %","220","25.4 %","169","53.9 %","115","80.1 %","231","97.8 %","2705"
"Pirates","2174","1458","13107.0","4369","1839","109","43","66","369","152","117","150","43","107","49","9","71",".983","","2174","1458","13107.0","4369","1839","109","43","66","369","152","117","150","43","107","49","9","71",".983","","6","3","4","-2","16","40","2246","1828",".814","491","","18","-2.1","0.8","-17.2","-3.6","-22.1","-3.6","97","1.0","-12.1","0.0 %","237","6.6 %","212","29.0 %","155","59.7 %","119","77.3 %","229","98.0 %","2697"
"Phillies","2072","1458","13215.0","4405","1674","83","52","28","305","135","96","133","40","115","46","8","49",".987","","2072","1458","13215.0","4405","1674","83","52","28","305","135","96","133","40","115","46","8","49",".987","","4","-5","1","-9","-28","-42","2306","1916",".831","459","","-23","-6.8","-9.2","-18.3","7.0","-27.3","-5.6","86","4.8","-19.5","0.0 %","249","3.8 %","213","22.3 %","175","70.2 %","131","77.1 %","231","98.0 %","2734"
"Rockies","2200","1458","12879.0","4293","1809","106","45","58","405","168","126","168","49","85","16","20","72",".983","","2200","1458","12879.0","4293","1809","106","45","58","405","168","126","168","49","85","16","20","72",".983","","-3","0","-8","-5","33","1","2383","1949",".818","479","","11","-10.3","-1.6","-14.2","16.2","-9.9","-3.1","91","-3.7","-20.6","0.0 %","250","5.7 %","212","25.1 %","187","60.7 %","140","83.3 %","252","98.2 %","2714"
"Twins","2095","1458","12915.0","4305","1579","97","47","49","342","136","112","136","27","100","22","8","50",".984","","2095","1458","12915.0","4305","1579","97","47","49","342","136","112","136","27","100","22","8","50",".984","","-9","-1","2","11","-66","-90","2414","1997",".827","428","","-34","3.5","-1.2","-26.3","4.2","-19.9","-2.2","67","0.0","-31.9","0.0 %","275","4.5 %","223","20.4 %","152","47.2 %","125","74.3 %","245","98.0 %","2869"
"White Sox","2070","1458","12969.0","4323","1682","107","68","38","438","171","140","170","31","93","32","17","75",".983","","2070","1458","12969.0","4323","1682","107","68","38","438","171","140","170","31","93","32","17","75",".983","","-1","8","-3","3","-59","-49","2320","1847",".796","531","","-24","-2.3","7.6","-28.2","-2.6","-25.6","-2.8","82","-5.9","-34.4","0.0 %","298","4.2 %","217","24.1 %","187","62.0 %","129","78.1 %","224","97.5 %","2727"
"Indians","2191","1458","13215.0","4405","1599","116","58","57","327","142","103","142","41","95","44","9","56",".981","","2191","1458","13215.0","4405","1599","116","58","57","327","142","103","142","41","95","44","9","56",".981","","4","-5","4","8","-77","-63","2211","1785",".807","443","","-27","1.7","-1.6","-52.2","-7.5","-59.6","-7.8","86","2.6","-52.0","0.0 %","237","5.7 %","176","25.7 %","183","43.4 %","113","75.3 %","219","97.5 %","2580"
"Astros","2036","1458","12948.0","4316","1704","106","69","36","373","151","112","151","38","109","32","14","57",".983","","2036","1458","12948.0","4316","1704","106","69","36","373","151","112","151","38","109","32","14","57",".983","","-3","2","-1","7","-10","-10","2166","1712",".790","643","","-25","-11.6","0.2","-21.6","-16.1","-49.2","-9.2","82","0.0","-59.2","0.0 %","303","4.2 %","217","30.8 %","182","51.3 %","113","79.7 %","246","97.6 %","2744"
