"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Tigers","2156","1449","13023.0","4341","1621","86","52","33","394","165","130","165","36","72","43","5","60",".986","","2156","1449","13023.0","4341","1621","86","52","33","394","165","130","165","36","72","43","5","60",".986","","0","9","4","1","-3","5","2217","1790",".807","541","","13","11.2","6.7","-10.1","-0.3","7.5","3.4","","","12.5","0.0 %","344","5.1 %","197","33.1 %","136","54.1 %","111","77.8 %","203","98.0 %","2823"
"Braves","2155","1458","12828.0","4276","1593","90","52","36","473","186","152","186","39","84","33","13","53",".985","","2155","1458","12828.0","4276","1593","90","52","36","473","186","152","186","39","84","33","13","53",".985","","0","6","-13","-8","-6","-27","2215","1793",".810","484","","-17","-5.1","8.4","3.6","1.1","8.0","0.7","","","12.0","0.0 %","305","3.4 %","177","26.5 %","155","46.2 %","93","74.0 %","204","98.2 %","2713"
"Orioles","2077","1458","12912.0","4304","1597","77","34","42","337","135","108","135","32","62","29","10","46",".987","","2077","1458","12912.0","4304","1597","77","34","42","337","135","108","135","32","62","29","10","46",".987","","0","4","15","16","-43","-9","2104","1701",".809","546","","18","13.1","4.1","-14.2","8.3","11.3","3.9","","","11.3","0.0 %","255","3.8 %","209","34.8 %","115","47.5 %","99","76.9 %","199","98.4 %","2671"
"Marlins","2093","1458","12843.0","4281","1589","77","40","36","413","162","127","162","34","74","25","11","53",".987","","2093","1458","12843.0","4281","1589","77","40","36","413","162","127","162","34","74","25","11","53",".987","","-2","4","3","-3","37","33","2188","1817",".830","485","","28","0.5","5.9","-7.7","15.6","14.3","2.4","","","10.3","0.0 %","280","6.9 %","188","33.9 %","112","51.4 %","107","79.7 %","182","98.0 %","2746"
"Dodgers","2212","1458","13011.0","4337","1727","75","44","30","311","133","92","134","49","85","42","12","52",".988","","2212","1458","13011.0","4337","1727","75","44","30","311","133","92","134","49","85","42","12","52",".988","","-2","-7","8","6","-9","0","2044","1692",".828","467","","2","4.9","-3.3","-9.4","13.4","5.6","1.8","","","9.6","0.0 %","234","3.5 %","198","27.9 %","140","52.2 %","90","82.6 %","172","98.2 %","2573"
"Cubs","2281","1458","13152.0","4384","1669","111","66","44","287","122","97","121","39","137","38","10","66",".982","","2281","1458","13152.0","4384","1669","111","66","44","287","122","97","121","39","137","38","10","66",".982","","2","-5","-3","0","21","18","2048","1685",".823","457","","4","6.8","-4.7","21.7","-11.1","12.6","3.0","","","6.6","0.0 %","218","4.2 %","216","23.4 %","154","53.1 %","98","76.7 %","206","97.5 %","2609"
"Red Sox","2097","1458","13035.0","4345","1625","97","57","39","359","149","109","149","36","75","38","22","79",".984","","2097","1458","13035.0","4345","1625","97","57","39","359","149","109","149","36","75","38","22","79",".984","","3","-8","7","-12","8","-3","2137","1760",".824","571","","2","-5.2","0.1","-8.0","5.2","-7.9","-1.8","","","1.1","0.0 %","245","7.2 %","194","29.4 %","109","55.3 %","114","77.5 %","227","97.8 %","2722"
"Mets","2150","1458","13164.0","4388","1599","88","44","44","329","133","107","132","66","75","26","4","46",".986","","2150","1458","13164.0","4388","1599","88","44","44","329","133","107","132","66","75","26","4","46",".986","","-2","-2","1","4","-4","7","2172","1774",".817","513","","-42","3.6","-5.5","4.0","-1.8","0.3","0.3","","","-3.7","0.0 %","237","6.3 %","192","23.4 %","128","44.7 %","94","81.5 %","211","97.7 %","2703"
"Mariners","2225","1458","13167.0","4389","1685","94","56","38","366","158","116","157","35","65","40","10","72",".985","","2225","1458","13167.0","4389","1685","94","56","38","366","158","116","157","35","65","40","10","72",".985","","2","-4","-11","-3","-45","-50","2253","1831",".813","475","","-9","-9.2","-0.1","-17.2","10.6","-16.0","-3.5","","","-10.0","0.0 %","222","3.3 %","180","24.0 %","121","31.7 %","82","74.1 %","212","97.8 %","2761"
"Nationals","2063","1458","12912.0","4304","1533","90","43","46","299","127","102","127","36","53","32","7","39",".985","","2063","1458","12912.0","4304","1533","90","43","46","299","127","102","127","36","53","32","7","39",".985","","1","1","1","-4","-15","-8","2069","1667",".806","469","","-14","-8.5","-0.2","-11.3","-0.1","-20.2","-4.4","","","-14.2","0.0 %","251","3.2 %","187","33.6 %","119","57.7 %","97","76.2 %","181","97.9 %","2630"
"Phillies","2143","1458","12927.0","4309","1585","117","66","51","344","147","104","146","36","79","32","12","60",".981","","2143","1458","12927.0","4309","1585","117","66","51","344","147","104","146","36","79","32","12","60",".981","","-1","-2","-4","-6","-77","-97","2320","1880",".810","482","","-51","3.4","-0.9","-9.4","-8.1","-15.0","-1.3","","","-15.0","0.0 %","291","5.0 %","239","27.8 %","108","41.7 %","115","73.3 %","232","97.7 %","2795"
"Yankees","2231","1458","13119.0","4373","1594","93","50","42","319","135","96","135","45","71","36","8","78",".985","","2231","1458","13119.0","4373","1594","93","50","42","319","135","96","135","45","71","36","8","78",".985","","0","-1","-8","-4","-23","-40","2156","1732",".803","525","","11","-12.4","-0.9","-7.2","0.8","-19.7","-4.7","","","-15.7","0.0 %","275","1.1 %","190","25.0 %","136","50.5 %","97","77.4 %","195","97.5 %","2673"
"Reds","2108","1458","13080.0","4360","1622","90","53","37","332","131","106","131","35","100","31","9","54",".985","","2108","1458","13080.0","4360","1622","90","53","37","332","131","106","131","35","100","31","9","54",".985","","-4","-2","-1","0","8","-9","2201","1818",".826","494","","18","2.0","-3.8","-6.6","0.6","-7.9","-0.9","","","-16.9","0.0 %","278","5.2 %","172","26.3 %","133","53.9 %","115","77.7 %","188","97.8 %","2762"
"Astros","2157","1458","12969.0","4323","1617","85","39","44","304","132","92","132","26","87","27","8","61",".986","","2157","1458","12969.0","4323","1617","85","39","44","304","132","92","132","26","87","27","8","61",".986","","-3","1","9","4","27","37","1988","1617",".813","651","","-12","0.6","-3.0","-5.1","-5.0","-12.5","-2.5","","","-17.5","0.0 %","263","5.2 %","155","29.0 %","145","62.9 %","89","77.6 %","183","98.3 %","2686"
"Rockies","2246","1458","12837.0","4279","1818","95","45","47","441","172","143","172","44","92","35","7","66",".985","","2246","1458","12837.0","4279","1818","95","45","47","441","172","143","172","44","92","35","7","66",".985","","-1","5","-20","5","16","-18","2229","1800",".808","557","","22","-11.9","-0.3","-6.4","1.7","-16.9","-4.1","","","-17.9","0.0 %","304","4.1 %","220","30.4 %","161","48.3 %","116","80.5 %","221","97.9 %","2727"
"Pirates","2277","1458","13407.0","4469","1868","122","69","53","434","179","133","178","32","144","43","11","67",".981","","2277","1458","13407.0","4469","1868","122","69","53","434","179","133","178","32","144","43","11","67",".981","","-1","4","15","-5","8","22","2163","1743",".806","555","","-1","7.3","3.7","-4.8","-16.6","-10.4","0.0","","","-20.4","0.0 %","284","3.4 %","209","28.4 %","155","51.1 %","94","76.9 %","212","97.6 %","2725"
"Brewers","2177","1458","12915.0","4305","1678","116","52","64","385","164","122","165","32","104","46","7","71",".981","","2177","1458","12915.0","4305","1678","116","52","64","385","164","122","165","32","104","46","7","71",".981","","3","-3","-7","-15","9","-7","2174","1782",".820","463","","-5","-12.3","-4.8","-4.2","-2.3","-23.5","-5.8","","","-20.5","0.0 %","286","6.5 %","201","26.3 %","137","49.5 %","105","76.4 %","195","98.2 %","2661"
"Padres","2208","1458","12963.0","4321","1566","92","46","46","329","140","94","139","51","122","60","18","54",".985","","2208","1458","12963.0","4321","1566","92","46","46","329","140","94","139","51","122","60","18","54",".985","","2","0","-10","5","-25","-23","2056","1673",".814","487","","-38","-9.5","-1.0","-15.3","2.1","-23.7","-5.3","","","-20.7","0.0 %","259","6.1 %","212","33.0 %","182","57.8 %","102","79.1 %","163","98.1 %","2554"
"White Sox","2030","1458","13074.0","4358","1582","101","48","52","377","161","117","162","45","75","30","22","61",".983","","2030","1458","13074.0","4358","1582","101","48","52","377","161","117","162","45","75","30","22","61",".983","","-3","6","8","2","-55","-21","2124","1702",".801","479","","-42","-3.3","6.4","-26.1","1.5","-21.5","-2.6","","","-23.5","0.0 %","270","3.6 %","193","27.1 %","144","43.6 %","110","76.4 %","216","97.7 %","2618"
"Athletics","2154","1458","13002.0","4334","1642","126","69","56","368","155","120","154","55","78","40","14","62",".979","","2154","1458","13002.0","4334","1642","126","69","56","368","155","120","154","55","78","40","14","62",".979","","2","-2","-4","-17","26","4","2187","1785",".816","556","","-13","-10.0","0.6","-4.8","-18.7","-32.8","-5.9","","","-26.8","0.0 %","278","3.1 %","160","36.2 %","141","47.2 %","106","78.0 %","236","97.3 %","2762"
