"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Cubs","2112","1458","12960.0","4320","1657","101","58","41","334","139","105","137","26","90","40","6","57",".983","","2112","1458","12960.0","4320","1657","101","58","41","334","139","105","137","26","90","40","6","57",".983","","3","-3","-6","-2","17","8","2478","1855",".749","357","","","-5.0","0.5","27.1","-3.1","19.5","1.8","","","24.5","","","","","","","","","","","",""
"Athletics","1988","1458","13053.0","4351","1649","88","51","34","390","168","122","166","26","109","25","5","41",".986","","1988","1458","13053.0","4351","1649","88","51","34","390","168","122","166","26","109","25","5","41",".986","","-4","4","3","3","37","37","2679","2035",".760","323","","","-2.6","-2.8","36.7","2.7","34.0","3.9","","","23.0","","","","","","","","","","","",""
"Cardinals","2206","1458","13011.0","4337","1950","100","58","40","500","200","151","198","47","32","33","12","41",".984","","2206","1458","13011.0","4337","1950","100","58","40","500","200","151","198","47","32","33","12","41",".984","","10","10","3","10","33","81","2767","2086",".754","379","","","8.3","7.4","-14.7","3.6","4.5","2.7","","","22.5","","","","","","","","","","","",""
"Mariners","1994","1458","12849.0","4283","1572","86","44","40","338","147","111","146","17","89","43","14","36",".986","","1994","1458","12849.0","4283","1572","86","44","40","338","147","111","146","17","89","43","14","36",".986","","-1","-1","-12","1","12","3","2743","2097",".765","362","","","-6.6","-3.0","19.6","3.0","13.0","0.4","","","15.0","","","","","","","","","","","",""
"Brewers","2001","1458","12942.0","4314","1483","119","61","55","302","144","89","140","22","86","34","8","66",".980","","2001","1458","12942.0","4314","1483","119","61","55","302","144","89","140","22","86","34","8","66",".980","","-4","-5","-1","-2","-2","-11","2604","1908",".733","363","","","-2.2","-1.0","23.7","-14.4","6.2","0.3","","","6.2","","","","","","","","","","","",""
"Devil Rays","2057","1458","12795.0","4265","1445","124","69","53","283","144","96","140","23","68","45","13","53",".979","","2057","1458","12795.0","4265","1445","124","69","53","283","144","96","140","23","68","45","13","53",".979","","4","-4","6","-2","-29","-19","2748","2026",".737","358","","","-9.5","-3.1","18.9","-11.0","-4.8","-2.4","","","4.2","","","","","","","","","","","",""
"Rockies","2099","1458","12768.0","4256","1702","118","51","66","368","160","114","158","25","102","37","14","65",".981","","2099","1458","12768.0","4256","1702","118","51","66","368","160","114","158","25","102","37","14","65",".981","","0","-5","-7","0","-13","-31","2705","1970",".728","420","","","-1.3","-5.1","0.9","-0.6","-6.0","-1.3","","","-8.0","","","","","","","","","","","",""
"Pirates","2115","1458","12924.0","4308","1801","117","64","51","477","200","156","193","26","64","36","16","53",".981","","2115","1458","12924.0","4308","1801","117","64","51","477","200","156","193","26","64","36","16","53",".981","","-1","10","-11","3","19","23","2724","2024",".743","332","","","-16.8","8.0","0.7","-2.7","-10.8","-3.7","","","-8.8","","","","","","","","","","","",""
"Orioles","2119","1458","12849.0","4283","1679","107","54","51","362","157","120","154","21","115","34","13","70",".982","","2119","1458","12849.0","4283","1679","107","54","51","362","157","120","154","21","115","34","13","70",".982","","-4","2","-4","4","16","5","2681","2028",".756","357","","","-4.2","0.1","7.8","-2.2","1.4","-0.6","","","-10.6","","","","","","","","","","","",""
"Dodgers","2155","1458","12846.0","4282","1727","106","63","41","345","142","109","141","16","130","34","9","36",".983","","2155","1458","12846.0","4282","1727","106","63","41","345","142","109","141","16","130","34","9","36",".983","","-5","-5","5","0","20","12","2659","2024",".761","357","","","6.2","-1.3","0.0","-5.0","-0.2","1.1","","","-12.2","","","","","","","","","","","",""
"Red Sox","2155","1458","12861.0","4287","1623","109","56","51","350","139","113","135","14","87","29","13","56",".982","","2155","1458","12861.0","4287","1623","109","56","51","350","139","113","135","14","87","29","13","56",".982","","-7","1","8","-4","-28","-35","2763","2037",".737","404","","","1.0","0.8","-14.0","0.5","-11.8","-1.3","","","-19.8","","","","","","","","","","","",""
"Padres","2182","1458","13098.0","4366","1523","109","53","56","336","139","116","137","22","94","25","12","36",".982","","2182","1458","13098.0","4366","1523","109","53","56","336","139","116","137","22","94","25","12","36",".982","","-1","0","-13","-7","-21","-47","2648","1910",".721","418","","","-5.6","0.3","-9.1","-1.0","-15.4","-2.9","","","-23.4","","","","","","","","","","","",""
"Mets","2029","1458","12921.0","4307","1657","106","61","42","364","152","117","146","40","107","25","5","32",".983","","2029","1458","12921.0","4307","1657","106","61","42","364","152","117","146","40","107","25","5","32",".983","","-9","4","8","1","-14","-18","2681","1993",".743","353","","","17.8","-0.4","-24.0","-7.7","-14.4","1.1","","","-33.4","","","","","","","","","","","",""
"Rangers","2009","1458","12960.0","4320","1675","108","61","45","357","149","107","149","21","69","26","11","44",".982","","2009","1458","12960.0","4320","1675","108","61","45","357","149","107","149","21","69","26","11","44",".982","","-3","-3","2","-7","-22","-42","2798","2085",".745","388","","","1.8","-6.3","-34.6","3.5","-35.6","-4.8","","","-40.6","","","","","","","","","","","",""
"Marlins","2102","1458","12981.0","4327","1660","103","54","49","427","179","133","178","21","118","38","9","45",".983","","2102","1458","12981.0","4327","1660","103","54","49","427","179","133","178","21","118","38","9","45",".983","","-1","-1","1","-5","-69","-74","2587","1871",".723","326","","","7.8","5.1","-50.8","2.1","-35.7","-3.2","","","-41.7","","","","","","","","","","","",""
"Reds","2114","1467","12897.0","4299","1587","104","51","52","337","133","100","133","24","76","35","9","53",".983","","2114","1467","12897.0","4299","1587","104","51","52","337","133","100","133","24","76","35","9","53",".983","","1","-5","14","0","-56","-44","2840","2051",".722","341","","","1.0","-3.9","-47.0","3.3","-46.6","-6.1","","","-43.6","","","","","","","","","","","",""
"Diamondbacks","2129","1458","13107.0","4369","1792","94","44","50","409","162","135","160","26","78","28","11","58",".985","","2129","1458","13107.0","4369","1792","94","44","50","409","162","135","160","26","78","28","11","58",".985","","-1","1","-15","0","1","-12","2794","2024",".724","347","","","-5.5","-2.2","-44.9","8.6","-44.0","-6.8","","","-44.0","","","","","","","","","","","",""
"Royals","2039","1458","12720.0","4240","1643","125","73","51","388","172","122","164","25","70","44","5","69",".979","","2039","1458","12720.0","4240","1643","125","73","51","388","172","122","164","25","70","44","5","69",".979","","2","5","-7","-7","-110","-112","2747","1993",".726","373","","","0.1","1.1","-62.2","-12.5","-73.6","-9.4","","","-64.6","","","","","","","","","","","",""
"Yankees","2088","1458","12876.0","4292","1688","95","53","40","352","155","107","151","24","125","50","11","37",".984","","2088","1458","12876.0","4292","1688","95","53","40","352","155","107","151","24","125","50","11","37",".984","","-2","-3","-7","6","-104","-120","2841","2040",".718","328","","","-4.0","-4.2","-136.0","2.4","-141.7","-19.2","","","-147.7","","","","","","","","","","","",""
