"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Blue Jays","2032","1458","12966.0","4322","1691","92","35","57","416","173","134","173","32","69","35","10","69",".985","","2032","1458","12966.0","4322","1691","92","35","57","416","173","134","173","32","69","35","10","69",".985","","0","3","1","-4","9","5","2251","1857",".825","451","","-3","3.9","3.1","-9.6","1.7","-0.9","0.7","61","-4.7","-2.6","","","","","","","","","","","",""
"Orioles","2060","1458","12927.0","4309","1582","105","67","33","331","142","106","142","35","83","27","3","45",".983","","2060","1458","12927.0","4309","1582","105","67","33","331","142","106","142","35","83","27","3","45",".983","","2","0","14","-3","-32","-13","2453","2008",".819","423","","27","9.2","0.5","-22.3","-2.0","-14.6","-0.3","62","4.3","-7.2","","","","","","","","","","","",""
"Brewers","2066","1458","12951.0","4317","1516","101","51","50","328","143","109","143","27","100","31","5","71",".983","","2066","1458","12951.0","4317","1516","101","51","50","328","143","109","143","27","100","31","5","71",".983","","-4","3","-2","4","4","20","2217","1823",".822","395","","-21","-6.3","2.1","-3.8","1.6","-6.3","-1.5","91","4.7","-9.7","","","","","","","","","","","",""
"Astros","2130","1458","12954.0","4318","1597","103","60","42","322","137","102","137","31","89","44","12","57",".983","","2130","1458","12954.0","4318","1597","103","60","42","322","137","102","137","31","89","44","12","57",".983","","5","-1","-9","-6","-24","-30","2207","1826",".827","439","","-4","-5.9","-3.6","-2.6","-2.2","-14.3","-3.2","69","0.4","-9.9","","","","","","","","","","","",""
"Cubs","2128","1458","12930.0","4310","1550","126","70","56","334","137","102","137","28","114","31","6","46",".979","","2128","1458","12930.0","4310","1550","126","70","56","334","137","102","137","28","114","31","6","46",".979","","-6","-2","-1","-15","-10","-48","2191","1783",".814","425","","-18","2.0","-0.7","14.9","-22.1","-5.8","-0.5","69","5.3","-10.5","","","","","","","","","","","",""
"Angels","2025","1458","13044.0","4348","1562","113","57","56","268","116","81","116","46","133","41","16","80",".981","","2025","1458","13044.0","4348","1562","113","57","56","268","116","81","116","46","133","41","16","80",".981","","-3","-4","3","2","-8","-5","2317","1920",".829","458","","-27","11.9","-2.6","-3.1","-7.1","-0.9","1.6","81","-3.7","-11.6","","","","","","","","","","","",""
"Marlins","2100","1458","12945.0","4315","1502","123","57","65","289","131","91","131","40","111","44","11","49",".979","","2100","1458","12945.0","4315","1502","123","57","65","289","131","91","131","40","111","44","11","49",".979","","0","-3","10","7","-52","-42","2284","1845",".808","439","","-15","9.2","-3.6","-13.9","-9.6","-17.9","-1.5","64","1.5","-16.4","","","","","","","","","","","",""
"Braves","2193","1458","12954.0","4318","1770","126","63","61","386","168","120","168","42","102","44","6","42",".980","","2193","1458","12954.0","4318","1770","126","63","61","386","168","120","168","42","102","44","6","42",".980","","5","4","-6","-2","20","23","2212","1809",".818","461","","-19","-4.5","2.6","-25.1","-6.2","-33.2","-5.1","76","8.3","-20.0","","","","","","","","","","","",""
"Rockies","2208","1458","12978.0","4326","1707","101","50","50","433","183","133","183","39","81","43","15","77",".984","","2208","1458","12978.0","4326","1707","101","50","50","433","183","133","183","39","81","43","15","77",".984","","9","4","-12","-2","18","25","2266","1864",".823","387","","22","-8.1","5.5","-28.5","0.5","-30.6","-5.2","71","-5.4","-22.0","","","","","","","","","","","",""
"Dodgers","2120","1458","12975.0","4325","1590","98","53","44","280","125","86","125","37","97","39","6","58",".984","","2120","1458","12975.0","4325","1590","98","53","44","280","125","86","125","37","97","39","6","58",".984","","2","-7","-12","-5","-39","-61","2197","1840",".838","372","","-10","-8.1","-5.8","-19.4","-2.7","-36.1","-7.2","64","0.3","-33.8","","","","","","","","","","","",""
"Indians","2047","1458","12897.0","4299","1814","110","64","44","448","179","135","179","32","125","58","11","54",".982","","2047","1458","12897.0","4299","1814","110","64","44","448","179","135","179","32","125","58","11","54",".982","","-1","0","16","1","-14","-9","2490","2029",".815","447","","-36","11.2","0.4","-41.2","-4.2","-33.8","-2.5","60","-0.9","-35.7","","","","","","","","","","","",""
"White Sox","1987","1458","13017.0","4339","1663","103","48","53","401","158","135","158","41","105","39","4","59",".983","","1987","1458","13017.0","4339","1663","103","48","53","401","158","135","158","41","105","39","4","59",".983","","2","3","-13","-3","-46","-56","2384","1905",".799","427","","-1","-9.6","2.8","-31.3","-3.7","-41.8","-6.9","56","-1.7","-37.5","","","","","","","","","","","",""
"Red Sox","2166","1458","13110.0","4370","1588","111","53","56","327","132","95","132","38","169","42","14","58",".982","","2166","1458","13110.0","4370","1588","111","53","56","327","132","95","132","38","169","42","14","58",".982","","-5","0","9","-2","22","-4","2285","1894",".829","414","","-1","-0.9","1.6","-15.8","-3.7","-18.8","-2.5","61","-2.7","-39.4","","","","","","","","","","","",""
"Royals","1972","1458","12930.0","4310","1588","121","71","48","309","138","92","138","34","137","55","11","55",".980","","1972","1458","12930.0","4310","1588","121","71","48","309","138","92","138","34","137","55","11","55",".980","","-1","-9","-10","-20","-52","-95","2485","2023",".814","392","","-79","-8.6","-9.1","-25.7","-12.1","-55.5","-8.9","75","3.0","-55.5","","","","","","","","","","","",""
"Pirates","2102","1458","12705.0","4235","1654","127","68","57","292","120","89","120","35","116","32","11","56",".979","","2102","1458","12705.0","4235","1654","127","68","57","292","120","89","120","35","116","32","11","56",".979","","-6","-2","5","-9","-62","-80","2366","1855",".784","449","","-36","1.7","-4.3","-47.0","-8.2","-57.7","-7.7","72","1.8","-64.9","","","","","","","","","","","",""
