"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Astros","2191","1458","12987.0","4329","1614","101","57","43","343","143","107","140","23","101","39","4","45",".983","","2191","1458","12987.0","4329","1614","101","57","43","343","143","107","140","23","101","39","4","45",".983","","-3","-5","5","8","23","26","2244","1645",".733","306","","","4.1","1.4","11.5","-4.3","12.6","2.7","","","6.6","","","","","","","","","","","",""
"Athletics","2022","1458","13242.0","4411","1805","91","49","41","407","176","125","175","24","74","49","14","39",".986","","2022","1458","13242.0","4411","1805","91","49","41","407","176","125","175","24","74","49","14","39",".986","","1","2","-1","-3","-25","-16","2583","1929",".747","314","","","1.7","1.2","-14.8","6.1","-5.8","-0.3","","","6.2","","","","","","","","","","","",""
"Phillies","2079","1458","13164.0","4389","1627","81","43","34","336","144","111","142","21","103","26","7","40",".987","","2079","1458","13164.0","4389","1627","81","43","34","336","144","111","142","21","103","26","7","40",".987","","-6","0","4","8","11","6","2427","1783",".735","424","","","1.2","3.3","3.0","10.4","17.9","3.0","","","5.9","","","","","","","","","","","",""
"Twins","2081","1458","13284.0","4428","1656","101","46","51","380","162","121","161","42","73","44","6","45",".984","","2081","1458","13284.0","4428","1656","101","46","51","380","162","121","161","42","73","44","6","45",".984","","2","3","-1","10","-22","-12","2447","1809",".739","385","","","-1.3","2.5","-15.9","13.4","-1.3","-0.1","","","5.7","","","","","","","","","","","",""
"Expos","2109","1458","13023.0","4341","1698","99","55","43","391","178","136","172","21","58","41","7","43",".984","","2109","1458","13023.0","4341","1698","99","55","43","391","178","136","172","21","58","41","7","43",".984","","7","1","24","6","-1","53","2294","1690",".737","305","","","18.2","-2.6","-28.2","2.7","-9.9","1.8","","","3.1","","","","","","","","","","","",""
"Brewers","2002","1449","12978.0","4326","1593","117","71","43","302","135","100","132","19","89","29","7","59",".981","","2002","1449","12978.0","4326","1593","117","71","43","302","135","100","132","19","89","29","7","59",".981","","-4","-5","-7","-13","10","-20","2441","1761",".721","377","","","-13.7","-1.3","33.0","-13.4","4.6","-1.9","","","1.6","","","","","","","","","","","",""
"Indians","2087","1458","13200.0","4400","1671","106","73","33","338","160","109","153","22","117","40","15","43",".983","","2087","1458","13200.0","4400","1671","106","73","33","338","160","109","153","22","117","40","15","43",".983","","-4","0","-7","4","3","-12","2663","1932",".726","338","","","-2.0","2.1","5.5","-3.4","2.2","0.2","","","-4.8","","","","","","","","","","","",""
"Orioles","2069","1458","13098.0","4365","1678","110","48","60","386","166","122","163","27","82","39","15","68",".982","","2069","1458","13098.0","4365","1678","110","48","60","386","166","122","163","27","82","39","15","68",".982","","2","0","-10","-8","-31","-43","2702","1968",".728","404","","","-4.3","2.2","-10.0","1.1","-11.0","-2.0","","","-8.0","","","","","","","","","","","",""
"Reds","2202","1458","12993.0","4331","1641","113","57","54","283","127","94","124","29","67","29","17","74",".981","","2202","1458","12993.0","4331","1641","113","57","54","283","127","94","124","29","67","29","17","74",".981","","4","-9","18","0","-11","0","2540","1839",".724","338","","","7.0","-3.4","-16.4","-1.7","-14.6","-1.2","","","-9.6","","","","","","","","","","","",""
"Giants","2226","1458","13113.0","4370","1735","101","62","38","363","157","116","154","32","72","24","11","52",".984","","2226","1458","13113.0","4370","1735","101","62","38","363","157","116","154","32","72","24","11","52",".984","","-4","-10","-21","-7","-7","-48","2665","1947",".731","398","","","-10.2","-5.9","6.2","0.8","-9.1","-3.3","","","-12.1","","","","","","","","","","","",""
"Marlins","2016","1458","12951.0","4317","1599","86","48","35","351","157","115","155","28","118","38","11","35",".986","","2016","1458","12951.0","4317","1599","86","48","35","351","157","115","155","28","118","38","11","35",".986","","-3","2","-8","8","17","9","2378","1779",".748","349","","","-14.6","6.0","-11.6","12.8","-7.5","-3.2","","","-16.5","","","","","","","","","","","",""
"Padres","2105","1458","12969.0","4323","1600","108","59","45","349","151","105","146","24","69","25","9","27",".982","","2105","1458","12969.0","4323","1600","108","59","45","349","151","105","146","24","69","25","9","27",".982","","1","1","-5","3","-12","-17","2522","1850",".734","368","","","-4.0","4.8","-13.2","-5.8","-18.2","-2.5","","","-17.2","","","","","","","","","","","",""
"Tigers","2068","1458","12957.0","4319","1706","144","74","69","410","164","127","161","39","71","41","10","71",".977","","2068","1458","12957.0","4319","1706","144","74","69","410","164","127","161","39","71","41","10","71",".977","","1","4","-4","-9","-29","-39","2389","1741",".729","357","","","-8.2","4.5","-15.2","-7.8","-26.7","-4.5","","","-25.7","","","","","","","","","","","",""
"Mets","2206","1458","13041.0","4347","1740","137","75","57","348","150","112","145","19","100","39","12","30",".978","","2206","1458","13041.0","4347","1740","137","75","57","348","150","112","145","19","100","39","12","30",".978","","-6","-4","1","-4","-10","-23","2689","1982",".737","368","","","-5.9","-1.0","8.9","-23.2","-21.2","-3.8","","","-28.2","","","","","","","","","","","",""
"Pirates","2172","1449","12852.0","4283","1690","103","57","42","450","189","140","188","33","72","38","2","45",".983","","2172","1449","12852.0","4283","1690","103","57","42","450","189","140","188","33","72","38","2","45",".983","","1","5","6","8","-23","-4","2336","1712",".733","309","","","-3.8","7.7","-44.6","4.5","-36.2","-4.9","","","-30.2","","","","","","","","","","","",""
"Royals","1990","1458","12783.0","4261","1630","131","65","65","410","178","130","172","40","84","35","17","60",".978","","1990","1458","12783.0","4261","1630","131","65","65","410","178","130","172","40","84","35","17","60",".978","","-1","11","-5","-8","-29","-32","2452","1786",".728","287","","","-5.0","9.1","-26.6","-9.3","-31.9","-3.8","","","-31.9","","","","","","","","","","","",""
"Diamondbacks","2093","1458","12924.0","4309","1714","139","74","64","334","148","104","145","31","97","50","18","71",".977","","2093","1458","12924.0","4309","1714","139","74","64","334","148","104","145","31","97","50","18","71",".977","","2","-12","-8","-8","19","-7","2510","1829",".729","332","","","-9.1","-5.6","-1.9","-19.1","-35.7","-6.8","","","-32.7","","","","","","","","","","","",""
"Rockies","2167","1458","12918.0","4304","1820","89","37","51","380","165","117","163","27","111","32","15","66",".986","","2167","1458","12918.0","4304","1820","89","37","51","380","165","117","163","27","111","32","15","66",".986","","-7","-9","-16","0","13","-22","2465","1767",".717","408","","","-1.9","-4.1","-50.0","19.8","-36.2","-5.1","","","-43.2","","","","","","","","","","","",""
"Red Sox","2231","1458","13062.0","4354","1650","118","64","53","303","129","93","129","27","123","31","21","39",".981","","2231","1458","13062.0","4354","1650","118","64","53","303","129","93","129","27","123","31","21","39",".981","","-4","-7","-7","-7","9","-26","2654","1936",".730","436","","","-10.2","-7.2","-21.8","-7.7","-46.9","-8.8","","","-59.9","","","","","","","","","","","",""
"Yankees","2079","1458","12993.0","4331","1568","99","51","45","324","153","101","148","38","90","32","13","57",".984","","2079","1458","12993.0","4331","1568","99","51","45","324","153","101","148","38","90","32","13","57",".984","","-4","-2","-3","-5","-54","-79","2646","1907",".721","306","","","-6.7","-2.4","-70.6","10.3","-69.4","-10.3","","","-78.4","","","","","","","","","","","",""
