"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Rangers","2140","1458","12987.0","4329","1655","97","58","39","471","190","151","191","34","82","33","11","45",".984","","2140","1458","12987.0","4329","1655","97","58","39","471","190","151","191","34","82","33","11","45",".984","","2","4","0","-2","0","-1","2227","1780",".799","595","","13","3.3","7.4","6.5","-5.9","11.4","2.2","","","12.4","0.0 %","278","2.4 %","166","21.1 %","128","47.8 %","92","75.8 %","194","97.5 %","2791"
"Yankees","2134","1458","12855.0","4285","1537","86","47","38","283","118","89","117","40","86","31","14","52",".985","","2134","1458","12855.0","4285","1537","86","47","38","283","118","89","117","40","86","31","14","52",".985","","-4","-7","3","-1","14","2","2012","1620",".805","532","","3","5.8","-5.7","8.9","3.7","12.6","2.3","","","6.6","0.0 %","241","2.9 %","174","29.7 %","148","51.2 %","84","75.5 %","192","98.2 %","2537"
"Reds","2092","1458","12978.0","4326","1549","102","56","45","338","144","106","144","27","108","45","9","61",".983","","2092","1458","12978.0","4326","1549","102","56","45","338","144","106","144","27","108","45","9","61",".983","","3","-3","1","10","-29","-37","2151","1779",".827","486","","5","-0.8","-6.8","14.1","-5.3","1.2","-0.5","","","6.2","0.0 %","294","7.1 %","168","24.4 %","156","53.1 %","98","72.1 %","179","97.6 %","2714"
"Blue Jays","2157","1458","13134.0","4378","1622","88","52","36","360","144","110","144","21","84","20","29","50",".986","","2157","1458","13134.0","4378","1622","88","52","36","360","144","110","144","21","84","20","29","50",".986","","-6","-1","0","-4","42","40","2087","1719",".824","514","","19","-5.2","1.5","12.8","2.3","11.4","0.7","","","3.4","0.0 %","257","6.6 %","152","31.6 %","133","48.9 %","94","83.9 %","186","98.0 %","2691"
"Tigers","2096","1449","12852.0","4284","1537","75","44","29","365","149","116","148","22","71","39","5","44",".987","","2096","1449","12852.0","4284","1537","75","44","29","365","149","116","148","22","71","39","5","44",".987","","5","4","-18","1","-51","-60","2158","1749",".811","451","","-1","-14.5","3.2","-13.7","16.4","-8.5","-3.1","","","-0.5","0.0 %","250","2.6 %","153","27.6 %","127","41.4 %","99","77.2 %","180","98.4 %","2690"
"Nationals","2120","1458","13137.0","4379","1425","73","37","35","351","143","110","143","32","54","29","17","47",".988","","2120","1458","13137.0","4379","1425","73","37","35","351","143","110","143","32","54","29","17","47",".988","","0","2","3","2","-20","-14","1917","1571",".820","521","","23","5.7","0.5","-15.0","5.3","-3.5","0.8","","","-2.5","0.0 %","250","3.6 %","140","26.0 %","100","54.3 %","81","80.7 %","176","97.9 %","2558"
"Mets","2264","1458","13023.0","4341","1519","89","43","45","327","139","104","139","34","135","45","8","50",".985","","2264","1458","13023.0","4341","1519","89","43","45","327","139","104","139","34","135","45","8","50",".985","","-2","-2","3","7","-19","-14","2049","1625",".793","492","","-37","3.7","4.6","-7.3","3.7","4.7","1.8","","","-4.3","0.0 %","287","5.1 %","198","17.5 %","177","54.1 %","98","76.1 %","188","97.5 %","2600"
"White Sox","2022","1458","13020.0","4340","1535","95","53","39","350","152","116","151","28","89","20","8","72",".984","","2022","1458","13020.0","4340","1535","95","53","39","350","152","116","151","28","89","20","8","72",".984","","-2","0","17","4","-25","-20","2142","1726",".806","542","","-39","14.7","0.6","-18.6","4.6","1.3","2.5","","","-6.7","0.0 %","289","1.7 %","173","18.6 %","172","45.1 %","113","77.7 %","188","97.8 %","2686"
"Rays","2090","1458","12837.0","4279","1410","94","49","42","314","130","103","130","40","91","31","13","61",".984","","2090","1458","12837.0","4279","1410","94","49","42","314","130","103","130","40","91","31","13","61",".984","","-2","1","1","1","4","13","1956","1517",".776","596","","-13","-3.4","-2.1","9.1","-7.0","-3.4","-1.2","","","-8.4","0.0 %","236","3.6 %","168","18.8 %","133","39.5 %","81","80.6 %","180","97.7 %","2599"
"Rockies","2177","1458","12864.0","4288","1749","110","55","54","361","149","114","149","28","100","31","13","72",".982","","2177","1458","12864.0","4288","1749","110","55","54","361","149","114","149","28","100","31","13","72",".982","","1","-1","-3","-6","25","4","2123","1653",".779","643","","27","2.4","-4.7","-6.9","2.3","-6.9","-1.1","","","-8.9","0.0 %","353","2.3 %","176","27.6 %","152","54.0 %","126","85.6 %","208","97.8 %","2642"
"Orioles","2096","1458","12888.0","4296","1579","80","42","37","416","165","133","165","40","69","37","4","59",".987","","2096","1458","12888.0","4296","1579","80","42","37","416","165","133","165","40","69","37","4","59",".987","","0","9","-12","10","-34","-30","2074","1705",".822","525","","13","-10.7","4.8","-19.1","12.5","-12.5","-3.2","","","-12.5","0.0 %","290","7.4 %","162","30.2 %","136","50.7 %","75","70.0 %","180","98.0 %","2664"
"Diamondbacks","2235","1458","13062.0","4354","1663","101","58","42","351","145","118","143","23","63","35","17","69",".984","","2235","1458","13062.0","4354","1663","101","58","42","351","145","118","143","23","63","35","17","69",".984","","3","3","-20","4","-1","-18","2195","1742",".794","534","","-17","-10.4","2.7","-16.3","-0.5","-24.5","-4.6","","","-19.5","0.0 %","322","4.7 %","171","27.8 %","133","56.4 %","101","77.5 %","204","97.7 %","2643"
"Mariners","2146","1458","13113.0","4371","1575","89","53","34","387","157","124","157","19","81","32","11","52",".985","","2146","1458","13113.0","4371","1575","89","53","34","387","157","124","157","19","81","32","11","52",".985","","-3","7","-2","3","-22","-23","2054","1616",".787","648","","-2","-1.7","4.3","-13.9","-5.2","-16.5","-2.0","","","-19.5","0.0 %","243","2.6 %","157","20.0 %","145","45.0 %","100","75.3 %","166","97.7 %","2703"
"Braves","2166","1449","13029.0","4343","1565","101","59","39","301","135","96","135","34","132","25","14","83",".983","","2166","1449","13029.0","4343","1565","101","59","39","301","135","96","135","34","132","25","14","83",".983","","-8","-2","9","-5","-24","-29","2147","1700",".792","626","","-46","5.2","0.3","-8.0","-8.0","-10.4","-0.3","","","-25.4","0.0 %","254","2.0 %","202","19.8 %","167","58.4 %","101","75.0 %","208","97.4 %","2754"
"Padres","2170","1458","12960.0","4320","1623","109","62","45","419","165","130","165","38","98","29","13","67",".982","","2170","1458","12960.0","4320","1623","109","62","45","419","165","130","165","38","98","29","13","67",".982","","-2","-1","-15","1","-25","-27","2105","1684",".800","594","","-29","-11.2","-2.0","-8.8","-1.9","-23.9","-5.3","","","-29.9","0.0 %","267","4.2 %","192","25.3 %","146","52.2 %","92","73.7 %","190","97.4 %","2721"
"Pirates","2275","1458","13056.0","4352","1745","110","63","44","427","172","134","172","22","102","28","17","71",".982","","2275","1458","13056.0","4352","1745","110","63","44","427","172","134","172","22","102","28","17","71",".982","","-1","2","10","-8","-15","-16","2140","1700",".794","568","","-8","10.0","-1.2","-26.0","-8.2","-25.4","-1.9","","","-32.4","0.0 %","306","3.3 %","212","27.7 %","148","50.4 %","123","75.4 %","191","97.4 %","2729"
"Twins","2099","1458","12987.0","4329","1610","126","70","54","437","173","138","172","38","78","20","9","83",".979","","2099","1458","12987.0","4329","1610","126","70","54","437","173","138","172","38","78","20","9","83",".979","","-3","-2","-5","-2","-36","-60","2221","1776",".800","546","","-34","-5.1","2.8","-15.5","-13.1","-30.9","-4.2","","","-32.9","0.0 %","345","1.6 %","184","21.5 %","149","46.9 %","113","76.3 %","173","97.1 %","2780"
"Athletics","2131","1458","12900.0","4300","1630","97","61","35","356","152","118","152","32","75","22","11","70",".984","","2131","1458","12900.0","4300","1630","97","61","35","356","152","118","152","32","75","22","11","70",".984","","-5","1","-8","-10","-55","-83","2215","1770",".799","544","","-47","-7.6","-1.6","-24.9","-2.7","-36.8","-5.9","","","-39.8","0.0 %","249","2.7 %","188","21.3 %","160","47.4 %","116","67.9 %","193","97.3 %","2768"
"Cardinals","2260","1458","13035.0","4345","1746","106","57","49","430","169","144","169","32","85","26","10","50",".983","","2260","1458","13035.0","4345","1746","106","57","49","430","169","144","169","32","85","26","10","50",".983","","-5","3","-10","-2","13","4","2113","1716",".812","543","","-29","-10.5","1.8","-21.7","-3.9","-34.3","-5.9","","","-40.3","0.0 %","252","2.8 %","178","25.0 %","144","52.3 %","107","75.4 %","179","96.8 %","2715"
"Brewers","2154","1458","12909.0","4303","1670","136","66","69","341","147","104","147","21","92","59","8","48",".978","","2154","1458","12909.0","4303","1670","136","66","69","341","147","104","147","21","92","59","8","48",".978","","5","-3","1","-3","11","6","2084","1674",".803","609","","-15","0.2","-3.1","-28.9","-19.6","-51.4","-7.8","","","-42.4","0.0 %","313","4.1 %","194","32.2 %","149","51.0 %","104","65.6 %","186","97.2 %","2768"
