"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Cardinals","2263","1458","12921.0","4307","1672","121","72","47","363","157","120","157","35","58","34","10","39",".980","","2263","1458","12921.0","4307","1672","121","72","47","363","157","120","157","35","58","34","10","39",".980","","4","-3","-1","8","29","48","2476","2020",".816","430","","","-0.6","-3.1","23.1","-17.7","1.8","0.0","","","11.8","","","","","","","","","","","",""
"Nationals","2283","1458","13020.0","4340","1567","109","47","58","385","153","118","153","28","80","37","9","52",".982","","2283","1458","13020.0","4340","1567","109","47","58","385","153","118","153","28","80","37","9","52",".982","","1","3","-9","-3","-7","-14","2492","2049",".822","383","","","-8.3","4.0","21.1","-10.4","6.3","0.0","","","11.3","","","","","","","","","","","",""
"Blue Jays","2056","1458","13038.0","4346","1853","102","49","52","416","162","139","161","36","134","24","6","42",".984","","2056","1458","13038.0","4346","1853","102","49","52","416","162","139","161","36","134","24","6","42",".984","","-7","3","7","10","69","81","2436","2048",".841","382","","","3.5","-3.1","21.8","2.7","24.9","3.9","","","7.9","","","","","","","","","","","",""
"Brewers","2140","1458","12999.0","4333","1529","109","53","50","358","144","112","144","21","99","24","6","57",".982","","2140","1458","12999.0","4333","1529","109","53","50","358","144","112","144","21","99","24","6","57",".982","","-7","4","-3","13","-15","-8","2372","1898",".800","394","","","1.0","-0.4","21.0","-7.2","14.4","2.1","","","7.4","","","","","","","","","","","",""
"Diamondbacks","2151","1458","12969.0","4323","1635","106","60","44","395","160","126","159","19","88","42","15","48",".983","","2151","1458","12969.0","4323","1635","106","60","44","395","160","126","159","19","88","42","15","48",".983","","-1","4","-3","5","20","36","2409","1964",".815","386","","","-3.0","1.7","-3.1","1.3","-3.2","-0.9","","","0.8","","","","","","","","","","","",""
"Rockies","2210","1467","13248.0","4416","1842","68","30","38","440","181","138","182","27","96","25","9","35",".989","","2210","1467","13248.0","4416","1842","68","30","38","440","181","138","182","27","96","25","9","35",".989","","0","8","-3","1","28","34","2535","2120",".836","376","","","0.9","5.5","-22.2","18.8","2.9","1.0","","","-1.1","","","","","","","","","","","",""
"Orioles","2140","1458","12948.0","4316","1690","79","41","37","383","156","125","155","32","109","32","19","55",".987","","2140","1458","12948.0","4316","1690","79","41","37","383","156","125","155","32","109","32","19","55",".987","","-3","-3","3","3","-13","-12","2538","2078",".819","356","","","-1.2","-6.3","0.1","9.1","1.7","-0.5","","","-3.3","","","","","","","","","","","",""
"Rangers","2156","1458","12870.0","4290","1744","124","65","59","412","179","136","179","22","98","47","14","66",".980","","2156","1458","12870.0","4290","1744","124","65","59","412","179","136","179","22","98","47","14","66",".980","","3","1","1","-14","1","-4","2496","2032",".814","412","","","0.0","-3.4","-3.2","-7.7","-14.3","-2.1","","","-9.3","","","","","","","","","","","",""
"Indians","2047","1458","13164.0","4388","1697","92","52","38","386","168","123","168","18","93","46","8","42",".985","","2047","1458","13164.0","4388","1697","92","52","38","386","168","123","168","18","93","46","8","42",".985","","4","-1","-6","-5","10","6","2583","2084",".807","350","","","-2.6","-3.9","-14.1","2.3","-18.3","-3.2","","","-9.3","","","","","","","","","","","",""
"Athletics","2038","1458","13032.0","4344","1687","90","42","46","379","154","117","153","27","101","26","16","52",".985","","2038","1458","13032.0","4344","1687","90","42","46","379","154","117","153","27","101","26","16","52",".985","","-1","5","-8","-13","14","7","2499","2091",".837","373","","","-16.9","-1.5","-1.5","4.1","-15.8","-5.3","","","-18.8","","","","","","","","","","","",""
"Pirates","2121","1458","13029.0","4343","1721","83","55","26","463","191","143","191","16","110","35","13","45",".987","","2121","1458","13029.0","4343","1721","83","55","26","463","191","143","191","16","110","35","13","45",".987","","-2","8","1","4","-38","-24","2502","2022",".808","366","","","1.2","3.4","-33.6","11.0","-18.0","-1.9","","","-21.0","","","","","","","","","","","",""
"Astros","2259","1458","13182.0","4394","1689","103","64","39","322","130","101","129","21","84","28","6","40",".983","","2259","1458","13182.0","4394","1689","103","64","39","322","130","101","129","21","84","28","6","40",".983","","-6","-9","-5","-2","-25","-40","2468","2001",".811","400","","","-1.7","-5.2","-11.9","-5.2","-24.1","-3.9","","","-27.1","","","","","","","","","","","",""
"Dodgers","2203","1458","13050.0","4350","1651","114","54","58","400","160","124","160","34","96","46","5","44",".981","","2203","1458","13050.0","4350","1651","114","54","58","400","160","124","160","34","96","46","5","44",".981","","7","-1","-22","17","-17","-4","2375","1946",".819","338","","","-17.9","-0.9","-17.6","-3.1","-39.5","-9.0","","","-27.5","","","","","","","","","","","",""
"Reds","2196","1458","13047.0","4349","1517","95","59","35","367","156","114","156","31","88","31","14","54",".984","","2196","1458","13047.0","4349","1517","95","59","35","367","156","114","156","31","88","31","14","54",".984","","1","3","-1","-15","-44","-59","2469","2008",".813","345","","","-7.8","1.5","-26.9","2.3","-30.9","-5.2","","","-28.9","","","","","","","","","","","",""
"Marlins","2205","1458","12993.0","4331","1510","137","69","68","367","161","114","161","30","94","33","19","67",".977","","2205","1458","12993.0","4331","1510","137","69","68","367","161","114","161","30","94","33","19","67",".977","","3","2","10","-10","-74","-71","2388","1903",".797","374","","","6.9","5.0","-42.2","-13.8","-44.0","-4.4","","","-38.0","","","","","","","","","","","",""
"Yankees","2184","1458","13056.0","4352","1588","88","55","31","430","174","134","174","37","136","44","16","59",".985","","2184","1458","13056.0","4352","1588","88","55","31","430","174","134","174","37","136","44","16","59",".985","","-6","12","11","-8","-16","-16","2515","2086",".829","330","","","9.1","5.6","-39.6","-0.5","-25.4","-1.1","","","-39.4","","","","","","","","","","","",""
"White Sox","2065","1458","12966.0","4322","1604","108","52","53","390","168","129","168","24","98","23","20","45",".982","","2065","1458","12966.0","4322","1604","108","52","53","390","168","129","168","24","98","23","20","45",".982","","-1","1","-6","-8","-56","-63","2523","2030",".805","319","","","-11.0","-3.5","-19.4","-4.9","-38.8","-7.0","","","-39.8","","","","","","","","","","","",""
"Mariners","2104","1458","12909.0","4303","1656","90","46","43","392","167","121","167","33","69","45","8","59",".985","","2104","1458","12909.0","4303","1656","90","46","43","392","167","121","167","33","69","45","8","59",".985","","0","2","2","-11","-36","-46","2450","1966",".802","395","","","5.1","1.5","-62.1","2.4","-53.1","-6.1","","","-41.1","","","","","","","","","","","",""
"Devil Rays","2029","1458","12867.0","4289","1548","117","60","56","362","155","113","155","28","96","44","14","55",".980","","2029","1458","12867.0","4289","1548","117","60","56","362","155","113","155","28","96","44","14","55",".980","","-3","1","12","-6","-89","-82","2406","1905",".792","334","","","8.7","-2.3","-49.4","-5.3","-48.2","-5.5","","","-50.2","","","","","","","","","","","",""
"Padres","2103","1467","13362.0","4454","1766","92","50","39","352","147","115","147","17","189","20","9","42",".985","","2103","1467","13362.0","4454","1766","92","50","39","352","147","115","147","17","189","20","9","42",".985","","-12","1","-5","0","33","-3","2444","2032",".831","376","","","-8.4","3.3","-44.1","8.0","-41.3","-6.7","","","-72.3","","","","","","","","","","","",""
