"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Braves","2035","1458","12963.0","4321","1733","129","","","373","","","","","99","33","9","23",".979","38","2035","1458","12963.0","4321","1733","129","","","373","","","","","99","33","9","23",".979","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","2127","1458","13092.0","4364","1576","100","","","366","","","","","94","54","6","45",".983","5","2127","1458","13092.0","4364","1576","100","","","366","","","","","94","54","6","45",".983","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","2162","1467","13107.0","4369","1643","111","","","420","","","","","81","33","12","96",".982","47","2162","1467","13107.0","4369","1643","111","","","420","","","","","81","33","12","96",".982","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rockies","2142","1458","12870.0","4290","1728","94","","","468","","","","","102","34","15","40",".985","55","2142","1458","12870.0","4290","1728","94","","","468","","","","","102","34","15","40",".985","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","2109","1449","12867.0","4289","1714","125","","","384","","","","","104","55","12","49",".980","-11","2109","1449","12867.0","4289","1714","125","","","384","","","","","104","55","12","49",".980","-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Astros","2140","1456","12939.0","4313","1561","133","","","406","","","","","111","32","6","55",".978","-55","2140","1456","12939.0","4313","1561","133","","","406","","","","","111","32","6","55",".978","-55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dodgers","2028","1458","13005.0","4335","1719","135","","","408","","","","","106","52","15","60",".978","5","2028","1458","13005.0","4335","1719","135","","","408","","","","","106","52","15","60",".978","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","2071","1467","13197.0","4399","1748","118","","","503","","","","","86","58","12","60",".981","28","2071","1467","13197.0","4399","1748","118","","","503","","","","","86","58","12","60",".981","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Expos","2254","1456","12822.0","4274","1703","132","","","413","","","","","123","38","19","55",".978","-38","2254","1456","12822.0","4274","1703","132","","","413","","","","","123","38","19","55",".978","-38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mets","2265","1458","13050.0","4350","1579","118","","","326","","","","","133","46","8","34",".981","13","2265","1458","13050.0","4350","1579","118","","","326","","","","","133","46","8","34",".981","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phillies","2029","1458","12948.0","4316","1492","100","","","360","","","","","77","44","4","54",".983","13","2029","1458","12948.0","4316","1492","100","","","360","","","","","77","44","4","54",".983","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","2128","1460","13041.0","4347","1827","132","","","452","","","","","101","42","12","67",".979","-57","2128","1460","13041.0","4347","1827","132","","","452","","","","","101","42","12","67",".979","-57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cardinals","2160","1452","12903.0","4301","1524","111","","","391","","","","","70","66","8","49",".981","45","2160","1452","12903.0","4301","1524","111","","","391","","","","","70","66","8","49",".981","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","2165","1458","13134.0","4386","1676","141","","","417","","","","","106","50","13","66",".977","-9","2165","1458","13134.0","4386","1676","141","","","417","","","","","106","50","13","66",".977","-9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Giants","2191","1458","12999.0","4333","1646","93","","","467","","","","","97","48","15","43",".985","5","2191","1458","12999.0","4333","1646","93","","","467","","","","","97","48","15","43",".985","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
