"Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Athletics","91","70","4.58","542","161","7","4","43","","","1435.1","6355","1535","813","730","158","615","57","48","45","1","963","30","91","70","4.58","542","161","7","4","43","","1435.1","6355","1535","813","730","158","615","57","48","45","1","963","","","","","","","","","","","","6.04","3.86","1.57","9.62","0.99",".270","1.50",".301","70.1 %","4.61","","","","","","","","","132.4","969.0","50.5","460.5","183.0","17.1","","","","3.18","-103.95","107.13","30.15","3.39","0.94","0.92","1.09","1.19","381","2.55","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","59","95","96","","15.2 %","9.7 %","","","-0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","-0.2","-0.6","-0.8","22 - 43","5.5 %","","","","","","","4.94","27.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","79","82","4.59","590","161","5","3","48","","","1429.2","6307","1477","797","729","169","650","56","43","49","10","1051","27","79","82","4.59","590","161","5","3","48","","1429.2","6307","1477","797","729","169","650","56","43","49","10","1051","","","","","","","","","","","","6.62","4.09","1.62","9.30","1.06",".263","1.49",".298","71.0 %","4.65","","","","","","","","","112.1","969.9","26.0","455.1","138.1","13.1","","","","-0.02","-120.27","120.25","-34.52","-3.23","1.08","1.03","1.17","1.29","429","-2.86","2.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","78","103","101","","16.7 %","10.3 %","","","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","-1.5","-0.9","-2.4","22 - 37","6.4 %","","","","","","","4.83","29.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","73","89","4.63","596","163","2","1","29","","","1466.1","6497","1501","826","755","174","728","87","65","60","6","967","27","73","89","4.63","596","163","2","1","29","","1466.1","6497","1501","826","755","174","728","87","65","60","6","967","","","","","","","","","","","","5.94","4.47","1.33","9.21","1.07",".263","1.52",".291","71.6 %","4.98","","","","","","","","","77.5","961.3","28.0","498.5","105.4","10.3","","","","-1.96","-115.30","113.34","-47.48","-4.79","1.01","0.96","1.06","1.13","433","-6.22","4.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","70","100","106","","14.9 %","11.2 %","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","1.3","3.1","4.5","22 - 35","3.7 %","","","","","","","5.16","28.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"White Sox","95","67","4.67","628","162","5","2","43","","","1450.1","6337","1509","839","752","195","614","27","54","43","8","1037","26","95","67","4.67","628","162","5","2","43","","1450.1","6337","1509","839","752","195","614","27","54","43","8","1037","","","","","","","","","","","","6.44","3.81","1.69","9.36","1.21",".266","1.46",".296","70.3 %","4.83","","","","","","","","","114.9","912.2","62.1","530.9","177.0","16.5","","","","11.47","-105.05","116.52","74.06","6.39","0.99","0.99","1.15","1.24","466","8.91","2.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","77","94","98","","16.4 %","9.7 %","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","1.4","0.6","2.0","20 - 34","6.7 %","","","","","","","4.80","29.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigers","79","83","4.73","591","162","6","1","44","","","1443.1","6295","1583","827","759","177","496","22","47","51","5","978","28","79","83","4.73","591","162","6","1","44","","1443.1","6295","1583","827","759","177","496","22","47","51","5","978","","","","","","","","","","","","6.10","3.09","1.97","9.87","1.10",".275","1.44",".306","69.2 %","4.50","","","","","","","","","136.0","962.8","48.9","473.3","185.0","17.3","","","","1.50","-109.28","110.78","-0.78","0.27","0.98","0.93","1.09","1.17","429","0.10","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","67","99","96","","15.5 %","7.9 %","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","-2.2","-0.5","-2.7","23 - 34","7.7 %","","","","","","","4.68","26.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yankees","87","74","4.76","543","161","9","2","40","","","1424.1","6256","1458","814","753","177","577","23","52","49","6","1040","29","87","74","4.76","543","161","9","2","40","","1424.1","6256","1458","814","753","177","577","23","52","49","6","1040","","","","","","","","","","","","6.57","3.65","1.80","9.21","1.12",".259","1.43",".290","69.2 %","4.61","","","","","","","","","137.2","961.4","50.1","455.7","187.3","17.5","","","","4.44","-103.47","107.91","40.91","3.57","0.95","0.90","0.98","1.02","382","5.79","-1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","55","99","96","","16.6 %","9.2 %","","","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","3.6","-4.4","-0.8","22 - 37","7.4 %","","","","","","","4.71","28.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phillies","65","97","4.79","575","162","8","3","34","","","1438.2","6314","1458","830","766","201","640","32","42","54","3","1123","28","65","97","4.79","575","162","8","3","34","","1438.2","6314","1458","830","766","201","640","32","42","54","3","1123","","","","","","","","","","","","7.03","4.00","1.75","9.12","1.26",".259","1.46",".292","70.5 %","4.81","","","","","","","","","138.0","1002.0","-23.7","429.9","114.4","10.9","","","","-5.24","-118.78","113.54","-45.97","-4.37","1.05","0.98","1.08","1.16","413","-5.73","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","77","103","104","","17.8 %","10.1 %","","","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","0.7","-0.2","0.5","22 - 38","7.7 %","","","","","","","4.68","31.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","90","72","4.84","624","162","6","2","34","","","1442.1","6380","1511","816","775","173","666","45","42","50","3","1213","29","90","72","4.84","624","162","6","2","34","","1442.1","6380","1511","816","775","173","666","45","42","50","3","1213","","","","","","","","","","","","7.57","4.16","1.82","9.43","1.08",".266","1.51",".312","71.0 %","4.48","","","","","","","","","153.7","907.8","61.6","528.0","215.3","20.4","","","","4.30","-108.75","113.05","56.81","4.98","0.99","0.95","1.07","1.14","462","4.57","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","72","96","91","","19.0 %","10.4 %","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","-3.9","2.9","-1.0","21 - 37","8.6 %","","","","","","","4.57","32.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devil Rays","69","92","4.86","562","161","10","3","38","","","1431.1","6283","1553","842","773","198","533","33","66","57","3","955","29","69","92","4.86","562","161","10","3","38","","1431.1","6283","1553","842","773","198","533","33","66","57","3","955","","","","","","","","","","","","6.00","3.35","1.79","9.77","1.24",".273","1.46",".299","69.9 %","4.85","","","","","","","","","101.7","897.1","41.5","524.9","143.2","13.6","","","","-4.14","-117.81","113.68","-34.56","-3.33","1.02","0.96","1.05","1.12","402","-2.07","-2.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","77","98","100","","15.2 %","8.5 %","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","0.5","0.6","1.0","22 - 38","6.7 %","","","","","","","4.79","26.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","69","93","4.94","628","162","5","2","27","","","1449.0","6514","1554","888","796","163","711","61","60","67","6","1070","27","69","93","4.94","628","162","5","2","27","","1449.0","6514","1554","888","796","163","711","61","60","67","6","1070","","","","","","","","","","","","6.65","4.42","1.50","9.65","1.01",".271","1.56",".308","68.5 %","4.72","","","","","","","","","137.0","925.7","1.7","517.7","138.8","13.2","","","","-6.76","-123.38","116.62","-68.82","-6.35","1.04","0.98","1.07","1.13","466","-5.52","-0.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","86","106","101","","16.4 %","10.9 %","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","-5.2","-1.2","-6.4","23 - 32","5.5 %","","","","","","","4.94","29.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","82","80","5.02","603","162","5","2","46","","","1448.0","6401","1534","869","807","228","662","44","36","47","10","846","28","82","80","5.02","603","162","5","2","46","","1448.0","6401","1534","869","807","228","662","44","36","47","10","846","","","","","","","","","","","","5.26","4.11","1.28","9.53","1.42",".269","1.52",".282","71.3 %","5.46","","","","","","","","","34.7","891.8","17.0","548.5","51.7","4.9","","","","0.57","-117.55","118.11","-2.64","-0.03","1.02","0.98","1.10","1.19","441","-1.10","1.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","72","102","112","","13.2 %","10.3 %","","","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","6.4","1.2","7.5","22 - 38","2.9 %","","","","","","","5.25","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Expos","67","95","5.14","614","162","4","2","39","","","1424.2","6340","1575","902","814","181","579","40","60","55","7","1011","26","67","95","5.14","614","162","4","2","39","","1424.2","6340","1575","902","814","181","579","40","60","55","7","1011","","","","","","","","","","","","6.39","3.66","1.75","9.95","1.14",".276","1.51",".309","66.9 %","4.71","","","","","","","","","108.1","905.2","34.7","513.4","142.8","13.8","","","","-7.86","-114.01","106.15","-109.81","-10.13","0.96","0.95","1.06","1.13","452","-6.97","-1.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","79","111","100","","16.0 %","9.1 %","","","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","-5.5","-4.4","-9.9","21 - 34","6.8 %","","","","","","","4.78","27.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","69","93","5.16","574","162","6","2","35","","","1432.2","6336","1634","880","821","212","516","12","35","68","4","1042","26","69","93","5.16","574","162","6","2","35","","1432.2","6336","1634","880","821","212","516","12","35","68","4","1042","","","","","","","","","","","","6.55","3.24","2.02","10.26","1.33",".282","1.50",".314","69.1 %","4.76","","","","","","","","","102.3","918.0","37.0","509.3","139.3","13.3","","","","-1.99","-111.74","109.75","-18.16","-2.12","0.95","0.97","1.06","1.13","412","1.97","-4.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","71","103","100","","16.5 %","8.1 %","","","0.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","-4.6","4.5","-0.2","21 - 33","8.3 %","","","","","","","4.60","27.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","83","79","5.17","550","162","15","3","37","","","1437.1","6377","1615","908","826","195","560","19","64","37","3","978","27","83","79","5.17","550","162","15","3","37","","1437.1","6377","1615","908","826","195","560","19","64","37","3","978","","","","","","","","","","","","6.12","3.51","1.75","10.11","1.22",".281","1.51",".310","67.7 %","4.84","","","","","","","","","133.8","955.8","12.6","473.6","146.4","14.1","","","","3.19","-105.65","108.85","-37.75","-3.71","0.94","0.92","1.03","1.10","388","-0.62","4.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","70","103","100","","15.3 %","8.8 %","","","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2","-3.4","0.5","-2.9","22 - 37","6.6 %","","","","","","","4.81","27.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","65","97","5.26","583","162","10","1","39","","","1454.2","6451","1505","904","850","231","658","45","62","45","4","1143","27","65","97","5.26","583","162","10","1","39","","1454.2","6451","1505","904","850","231","658","45","62","45","4","1143","","","","","","","","","","","","7.07","4.07","1.74","9.31","1.43",".263","1.49",".292","69.5 %","5.11","","","","","","","","","94.2","975.2","-10.9","472.0","83.3","8.1","","","","-10.26","-129.04","118.78","-124.30","-11.95","1.07","1.08","1.29","1.45","421","-8.34","-1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","88","115","109","","17.7 %","10.2 %","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","0.5","-4.1","-3.6","21 - 38","7.5 %","","","","","","","4.69","31.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rockies","82","80","5.29","641","162","7","1","33","","","1430.0","6340","1568","897","840","221","588","72","72","40","5","1001","29","82","80","5.29","641","162","7","1","33","","1430.0","6340","1568","897","840","221","588","72","72","40","5","1001","","","","","","","","","","","","6.30","3.70","1.70","9.87","1.39",".276","1.51",".302","69.4 %","5.13","","","","","","","","","119.9","920.3","50.9","500.6","170.8","16.4","","","","-0.47","-111.99","111.52","7.02","0.71","0.97","0.99","1.12","1.21","478","-0.71","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","88","93","98","","15.8 %","9.3 %","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","-2.4","7.6","5.1","22 - 35","6.5 %","","","","","","","4.82","28.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","74","88","5.37","558","162","14","2","33","","","1433.1","6433","1547","913","855","202","665","32","36","51","1","1017","28","74","88","5.37","558","162","14","2","33","","1433.1","6433","1547","913","855","202","665","32","36","51","1","1017","","","","","","","","","","","","6.39","4.18","1.53","9.71","1.27",".270","1.54",".298","67.9 %","5.01","","","","","","","","","138.2","997.7","-14.3","429.8","123.9","12.0","","","","-2.78","-119.18","116.40","-84.98","-7.69","1.04","1.00","1.18","1.31","396","-3.58","0.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","71","113","103","","15.8 %","10.3 %","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","0.8","-6.5","-5.8","22 - 34","5.5 %","","","","","","","4.94","29.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Astros","72","90","5.42","572","162","8","1","30","","","1437.2","6455","1596","944","865","234","598","25","60","55","3","1064","29","72","90","5.42","572","162","8","1","30","","1437.2","6455","1596","944","865","234","598","25","60","55","3","1064","","","","","","","","","","","","6.66","3.74","1.78","9.99","1.46",".275","1.53",".303","68.0 %","5.14","","","","","","","","","90.7","986.6","1.2","445.7","91.9","8.7","","","","-5.58","-119.54","113.96","-46.80","-4.92","0.98","0.97","1.10","1.19","410","-3.35","-2.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","89","113","108","","16.5 %","9.3 %","","","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","-3.1","-2.2","-5.3","23 - 38","7.2 %","","","","","","","4.73","29.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Royals","77","85","5.48","491","162","10","3","29","","","1439.1","6443","1585","930","877","239","693","35","42","77","5","927","26","77","85","5.48","491","162","10","3","29","","1439.1","6443","1585","930","877","239","693","35","42","77","5","927","","","","","","","","","","","","5.80","4.33","1.34","9.91","1.49",".278","1.58",".296","70.0 %","5.54","","","","","","","","","73.5","940.4","-3.1","490.3","70.4","6.7","","","","-5.18","-121.36","116.18","-33.26","-2.95","1.00","0.95","1.08","1.18","329","-4.11","-1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","76","105","111","","14.4 %","10.8 %","","","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","1.2","4.2","5.4","22 - 33","3.6 %","","","","","","","5.16","28.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rangers","71","91","5.52","577","162","3","0","39","","","1429.0","6559","1683","974","876","202","661","40","63","40","6","918","28","71","91","5.52","577","162","3","0","39","","1429.0","6559","1683","974","876","202","661","40","63","40","6","918","","","","","","","","","","","","5.78","4.16","1.39","10.60","1.27",".288","1.64",".314","67.5 %","5.21","","","","","","","","","101.7","941.9","16.1","481.5","117.8","11.0","","","","-5.80","-124.45","118.65","-79.69","-7.39","1.02","0.98","1.17","1.29","415","-5.71","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","84","107","105","","14.0 %","10.1 %","","","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","-4.9","0.6","-4.3","24 - 35","3.9 %","","","","","","","5.13","27.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
