"Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Expos","83","79","3.98","599","162","9","1","39","78","20","1453.0","6246","1475","718","642","165","508","80","46","51","5","1088","28","83","79","3.98","599","162","9","1","39","20","1453.0","6246","1475","718","642","165","508","80","46","51","5","1088","2115","1432","932","150","8557","14451","23008","735","154","124","18","6.74","3.15","2.14","9.14","1.02",".259","1.36",".295","72.9 %","4.08","1.48","20.8 %","47.2 %","32.0 %","10.5 %","11.5 %","7.3 %","14.5 %","128.3","952.3","30.5","493.7","158.8","16.6","$64.6","4.81","3.97","0.85","-117.03","117.88","24.90","2.40","1.07","1.75","1.20","1.32","437","1.32","-0.53","59.7 %","88.4","16.3 %","75.1","","","10.1 %","77.7","10.9 %","80.2","2.9 %","80.8","","","15.5 %","","-53.1","21.3","","3.1","14.4","4.2","","-0.46","0.67","","0.16","0.68","0.74","","22.5 %","69.9 %","47.0 %","54.3 %","84.7 %","77.6 %","51.6 %","58.9 %","10.4 %","78","113","97","94","95","94","17.4 %","8.1 %","3.97","4.55","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","-2.3","1.5","-0.7","23 - 40","9.3 %","42.5 %","30.5 %","27.0 %","16.0 %","62.6 %","21.5 %","4.14","28.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Astros","84","78","4.00","642","162","2","2","43","70","15","1445.0","6205","1423","695","643","151","546","78","55","38","3","1219","27","84","78","4.00","642","162","2","2","43","15","1445.0","6205","1423","695","643","151","546","78","55","38","3","1219","1894","1443","909","170","8302","14746","23048","749","101","138","25","7.59","3.40","2.23","8.86","0.94",".254","1.36",".300","73.3 %","3.88","1.31","21.4 %","44.6 %","34.0 %","11.8 %","10.5 %","5.3 %","18.1 %","142.3","904.1","41.9","534.6","184.1","19.3","$75.1","4.64","3.91","6.23","-101.90","108.12","54.72","5.45","0.99","1.27","1.01","1.06","480","4.26","2.06","66.4 %","90.6","12.0 %","82.7","","","11.9 %","74.7","8.5 %","79.4","1.2 %","77.5","","","6.3 %","","-15.3","17.9","","16.2","1.4","2.6","","-0.11","0.69","","0.63","0.08","0.99","","19.1 %","70.8 %","48.1 %","46.2 %","82.4 %","76.2 %","56.1 %","60.2 %","11.4 %","70","120","76","94","91","93","19.7 %","8.8 %","3.84","4.67","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","-4.0","3.6","-0.4","22 - 34","10.9 %","43.1 %","28.8 %","28.2 %","16.7 %","60.2 %","23.1 %","3.95","30.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mariners","93","69","4.07","505","162","8","3","43","57","21","1445.1","6117","1422","699","654","178","441","34","49","42","3","1063","29","93","69","4.07","505","162","8","3","43","21","1445.1","6117","1422","699","654","178","441","34","49","42","3","1063","1800","1720","962","226","8464","14462","22926","814","99","82","21","6.62","2.75","2.41","8.85","1.11",".253","1.29",".284","73.0 %","4.11","1.05","21.5 %","40.2 %","38.4 %","13.1 %","10.3 %","5.5 %","25.6 %","123.4","996.0","58.8","443.5","182.2","18.3","$71.4","4.39","4.16","4.13","-102.14","106.27","29.99","3.21","0.99","1.69","1.15","1.29","343","6.06","-1.87","58.3 %","89.3","12.3 %","80.9","","","13.1 %","77.1","14.1 %","79.5","2.2 %","82.8","","","6.9 %","","-29.8","17.3","","17.7","43.8","6.6","","-0.24","0.66","","0.63","1.45","1.44","","18.4 %","68.3 %","45.7 %","46.4 %","85.7 %","78.6 %","54.7 %","59.9 %","9.8 %","57","113","53","97","96","95","17.4 %","7.2 %","4.03","5.07","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","2.7","-2.0","0.7","22 - 39","10.2 %","43.2 %","28.4 %","28.4 %","15.4 %","62.2 %","22.4 %","4.03","27.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","94","67","4.12","596","161","8","5","47","83","18","1444.2","6133","1454","712","662","184","439","24","45","62","3","1026","28","94","67","4.12","596","161","8","5","47","18","1444.2","6133","1454","712","662","184","439","24","45","62","3","1026","1737","1836","971","239","8165","14863","23028","768","105","79","25","6.39","2.73","2.34","9.06","1.15",".257","1.31",".286","73.0 %","4.20","0.95","21.4 %","38.2 %","40.4 %","13.0 %","10.0 %","6.0 %","31.6 %","112.0","918.8","47.6","520.5","159.6","16.2","$63.0","4.81","4.31","13.06","-103.61","116.68","78.69","7.55","1.03","1.54","1.14","1.24","435","8.08","4.62","64.7 %","89.4","12.2 %","80.9","","","11.3 %","76.1","11.6 %","78.6","0.2 %","80.4","","","8.0 %","","7.4","0.1","","-9.1","30.7","0.1","","0.05","0.00","","-0.38","1.24","0.15","","17.8 %","71.4 %","48.3 %","50.9 %","84.7 %","79.4 %","57.0 %","60.2 %","10.0 %","83","159","59","91","99","99","16.7 %","7.2 %","4.12","4.78","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","1.4","5.1","6.5","23 - 37","9.6 %","43.7 %","27.2 %","29.1 %","15.5 %","60.1 %","24.4 %","4.10","26.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phillies","80","81","4.17","611","161","5","3","47","78","24","1449.2","6222","1381","724","671","153","570","54","70","68","5","1075","28","80","81","4.17","611","161","5","3","47","24","1449.2","6222","1381","724","671","153","570","54","70","68","5","1075","2038","1467","882","207","8723","14489","23212","710","134","118","21","6.67","3.54","1.89","8.57","0.95",".247","1.35",".282","71.8 %","4.18","1.39","20.1 %","46.5 %","33.4 %","14.1 %","10.4 %","6.6 %","17.8 %","108.5","947.0","18.3","497.3","126.8","13.1","$50.9","4.54","4.20","-3.94","-117.38","113.43","-17.52","-1.77","1.06","1.60","1.16","1.26","450","1.02","-4.75","67.7 %","89.2","10.5 %","80.8","","","13.6 %","75.0","7.6 %","79.4","0.7 %","82.7","","","1.4 %","","14.1","12.0","","19.1","-7.9","3.8","","0.09","0.50","","0.62","-0.45","2.40","","18.6 %","70.5 %","46.9 %","47.3 %","85.5 %","78.6 %","54.5 %","59.2 %","10.0 %","78","131","75","103","102","100","17.3 %","9.2 %","4.15","4.41","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","2.4","-3.7","-1.2","21 - 40","8.1 %","42.0 %","30.0 %","28.0 %","15.0 %","62.0 %","23.0 %","4.28","28.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","72","89","4.24","619","161","2","1","47","96","19","1412.2","6131","1447","730","665","163","572","93","55","34","5","920","28","72","89","4.24","619","161","2","1","47","19","1412.2","6131","1447","730","665","163","572","93","55","34","5","920","2125","1359","964","123","8652","13720","22372","641","137","136","32","5.86","3.64","1.61","9.22","1.04",".263","1.43",".290","72.8 %","4.49","1.56","21.7 %","47.8 %","30.6 %","9.1 %","12.0 %","6.4 %","23.5 %","49.4","894.1","20.9","513.2","70.3","7.1","$27.9","5.27","4.32","-1.56","-108.43","106.87","-21.07","-2.15","1.00","1.65","1.11","1.19","457","-4.50","2.94","60.3 %","89.1","12.7 %","80.3","","","16.5 %","77.1","9.9 %","80.3","0.7 %","81.2","","","8.6 %","","-79.4","-3.4","","40.1","5.1","3.6","","-0.64","-0.13","","1.19","0.25","2.56","","16.5 %","70.2 %","45.9 %","48.5 %","85.8 %","79.7 %","54.7 %","57.9 %","9.2 %","96","131","68","103","108","103","15.0 %","9.3 %","4.38","4.08","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0","-0.7","4.6","3.9","22 - 37","5.7 %","44.3 %","29.4 %","26.4 %","14.8 %","64.0 %","21.2 %","4.57","27.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","78","84","4.29","624","162","2","1","42","67","15","1453.2","6296","1502","774","693","173","550","63","56","52","2","980","28","78","84","4.29","624","162","2","1","42","15","1453.2","6296","1502","774","693","173","550","63","56","52","2","980","2095","1507","968","169","8945","14392","23337","709","138","139","35","6.07","3.41","1.78","9.30","1.07",".264","1.41",".293","71.5 %","4.41","1.39","21.2 %","45.8 %","33.0 %","11.2 %","11.5 %","6.6 %","25.2 %","62.0","876.4","49.3","570.5","111.3","11.3","$44.1","5.17","4.30","0.65","-113.96","114.61","-32.73","-2.94","1.04","1.51","1.07","1.14","462","-2.83","3.45","60.7 %","89.1","11.0 %","79.7","","","14.6 %","76.6","7.8 %","78.1","2.0 %","82.1","3.8 %","71.1","14.0 %","","-33.1","20.8","","-6.8","2.3","4.6","-0.2","-0.27","0.94","","-0.23","0.15","1.14","-0.03","16.5 %","70.1 %","45.8 %","51.6 %","85.6 %","80.1 %","54.8 %","56.9 %","9.1 %","67","128","72","102","103","102","15.6 %","8.7 %","4.29","4.39","-0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","-1.5","-0.4","-1.9","24 - 37","6.8 %","41.8 %","30.6 %","27.7 %","15.2 %","61.3 %","23.5 %","4.43","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","67","95","4.30","552","162","11","3","23","32","25","1441.1","6236","1373","759","689","167","606","53","58","44","2","1333","28","67","95","4.30","552","162","11","3","23","25","1441.1","6236","1373","759","689","167","606","53","58","44","2","1333","1727","1469","901","176","9034","14880","23914","706","103","141","26","8.32","3.78","2.20","8.57","1.04",".246","1.37",".296","70.9 %","4.00","1.18","22.0 %","42.2 %","35.9 %","12.0 %","11.4 %","6.0 %","18.4 %","161.4","970.1","4.2","464.7","165.6","17.5","$68.3","4.52","3.91","-8.35","-112.94","104.59","-54.16","-5.63","0.98","1.37","0.98","1.02","390","-4.50","-4.03","63.9 %","91.7","19.1 %","83.1","","","9.3 %","77.9","6.4 %","82.1","1.3 %","85.4","","","5.7 %","","-34.3","50.8","","1.9","3.4","-2.5","","-0.24","1.18","","0.09","0.23","-0.84","","20.2 %","69.8 %","46.5 %","41.5 %","83.5 %","74.9 %","53.0 %","57.9 %","11.6 %","32","77","78","107","95","93","21.4 %","9.7 %","3.81","4.41","0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","-2.5","-7.0","-9.5","21 - 39","11.7 %","40.3 %","28.5 %","31.1 %","16.6 %","61.7 %","21.7 %","3.85","33.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","79","83","4.36","623","162","11","6","36","68","19","1456.1","6340","1449","763","706","151","631","46","58","55","7","1104","26","79","83","4.36","623","162","11","6","36","19","1456.1","6340","1449","763","706","151","631","46","58","55","7","1104","1896","1572","933","198","9310","14714","24024","699","122","145","22","6.82","3.90","1.75","8.95","0.93",".256","1.43",".295","71.4 %","4.21","1.21","21.2 %","43.1 %","35.7 %","12.6 %","9.6 %","6.4 %","15.2 %","108.3","928.6","5.3","519.1","113.6","11.8","$46.1","4.60","4.36","-0.91","-114.17","113.27","-61.01","-6.47","1.03","1.72","1.05","1.11","461","-8.19","7.31","66.8 %","91.5","12.2 %","80.4","","","11.1 %","76.0","9.4 %","81.3","0.5 %","84.4","","","4.8 %","","-5.5","-11.4","","8.7","-12.1","2.2","","-0.04","-0.41","","0.34","-0.57","2.18","","17.6 %","71.7 %","46.2 %","49.0 %","84.7 %","78.3 %","53.0 %","56.5 %","10.0 %","68","116","73","110","103","104","17.4 %","10.0 %","4.30","4.32","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","-2.3","-2.8","-5.1","22 - 35","7.5 %","42.0 %","28.3 %","29.7 %","14.6 %","62.2 %","23.3 %","4.36","29.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","67","95","4.46","569","162","8","1","31","58","15","1450.2","6258","1491","773","719","208","549","34","54","54","1","967","27","67","95","4.46","569","162","8","1","31","15","1450.2","6258","1491","773","719","208","549","34","54","54","1","967","2099","1570","947","165","8961","14582","23543","667","121","71","31","6.00","3.41","1.76","9.25","1.29",".264","1.41",".286","73.3 %","4.74","1.34","20.5 %","45.5 %","34.0 %","10.5 %","13.2 %","5.8 %","43.7 %","66.5","958.9","21.2","487.1","87.7","8.8","$34.4","5.15","4.37","-3.81","-114.03","110.22","-13.42","-1.11","0.99","1.66","1.13","1.23","407","-3.32","-0.53","65.1 %","89.7","15.0 %","82.3","","","8.8 %","71.6","9.0 %","79.9","2.1 %","80.3","","","2.6 %","","-77.5","29.5","","-5.8","16.8","5.4","","-0.52","0.86","","-0.29","0.82","1.10","","17.8 %","69.5 %","45.2 %","51.1 %","87.8 %","81.0 %","52.9 %","58.1 %","8.6 %","58","118","69","103","107","100","15.5 %","8.8 %","4.34","4.14","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","1.6","3.0","4.5","22 - 36","6.7 %","45.2 %","28.3 %","26.5 %","15.0 %","61.2 %","23.8 %","4.45","27.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"White Sox","81","81","4.57","585","162","7","4","35","60","11","1423.0","6131","1422","798","723","190","528","31","60","54","6","945","26","81","81","4.57","585","162","7","4","35","11","1423.0","6131","1422","798","723","190","528","31","60","54","6","945","1891","1678","926","208","8744","14323","23067","856","102","103","35","5.98","3.34","1.79","8.99","1.20",".257","1.37",".279","69.5 %","4.61","1.13","20.6 %","42.1 %","37.3 %","12.4 %","11.3 %","5.4 %","34.0 %","99.5","946.7","39.7","471.4","139.1","14.0","$54.7","5.26","4.51","-1.75","-100.61","98.85","-14.30","-1.80","0.91","1.47","1.02","1.08","423","4.94","-6.86","62.9 %","88.5","11.6 %","81.6","","","13.1 %","73.1","11.8 %","80.3","0.6 %","82.9","","","5.0 %","","-41.2","15.5","","8.0","9.6","-1.8","","-0.30","0.61","","0.28","0.37","-1.46","","18.3 %","70.4 %","46.2 %","53.3 %","86.6 %","80.4 %","53.6 %","57.1 %","9.0 %","60","97","63","100","101","103","15.4 %","8.6 %","4.41","5.41","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","3.6","-4.8","-1.2","22 - 30","6.8 %","43.5 %","28.4 %","28.1 %","14.9 %","62.5 %","22.6 %","4.44","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","66","96","4.66","622","162","5","2","40","60","23","1436.1","6333","1522","815","743","177","582","61","66","51","4","1108","27","66","96","4.66","622","162","5","2","40","23","1436.1","6333","1522","815","743","177","582","61","66","51","4","1108","1971","1497","974","170","8736","14436","23172","662","134","133","33","6.94","3.65","1.90","9.54","1.11",".268","1.46",".306","70.5 %","4.37","1.32","21.9 %","44.4 %","33.7 %","11.4 %","11.8 %","6.8 %","24.8 %","67.0","938.5","16.5","487.1","83.5","8.9","$34.8","4.71","4.22","-11.96","-116.50","104.54","-138.76","-14.07","1.00","1.54","1.14","1.23","460","-15.15","3.16","59.8 %","87.1","20.1 %","78.7","","","9.2 %","71.6","10.9 %","78.5","","","","","9.6 %","","-113.9","50.3","","8.6","3.1","","","-0.91","1.19","","0.45","0.14","","","19.2 %","68.8 %","46.0 %","48.4 %","84.1 %","77.2 %","54.0 %","58.6 %","10.4 %","60","102","91","121","108","100","17.5 %","9.2 %","4.16","4.15","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","-6.5","-2.9","-9.4","20 - 37","8.3 %","44.9 %","29.1 %","26.0 %","13.9 %","63.3 %","22.8 %","4.26","29.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","56","106","4.76","608","162","7","3","32","52","10","1432.1","6339","1468","821","757","199","666","82","62","64","8","1026","27","56","106","4.76","608","162","7","3","32","10","1432.1","6339","1468","821","757","199","666","82","62","64","8","1026","1861","1610","945","189","9393","14573","23966","627","124","166","34","6.45","4.18","1.54","9.22","1.25",".262","1.49",".289","71.7 %","4.86","1.16","21.4 %","42.1 %","36.5 %","11.7 %","12.4 %","6.7 %","20.5 %","35.1","924.2","8.8","502.3","43.9","4.8","$18.7","5.50","4.61","-7.43","-108.61","101.19","-102.66","-10.39","0.95","1.41","0.94","0.96","446","-11.68","3.86","69.3 %","89.3","9.1 %","82.3","","","12.0 %","74.9","8.7 %","80.2","0.9 %","81.9","","","9.2 %","","-46.3","20.7","","-22.8","-16.6","7.0","","-0.31","1.05","","-0.87","-0.87","3.67","","16.9 %","71.5 %","45.9 %","48.2 %","85.5 %","79.1 %","53.1 %","56.5 %","9.5 %","52","85","60","115","115","110","16.2 %","10.5 %","4.55","3.94","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","-0.2","-1.4","-1.6","21 - 33","5.7 %","41.3 %","29.5 %","29.2 %","15.6 %","61.9 %","22.5 %","4.57","29.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","78","84","4.81","623","162","6","2","41","69","29","1438.1","6338","1504","828","768","177","590","56","71","57","4","991","27","78","84","4.81","623","162","6","2","41","29","1438.1","6338","1504","828","768","177","590","56","71","57","4","991","2019","1619","957","182","8989","14544","23533","813","144","91","35","6.20","3.69","1.68","9.41","1.11",".265","1.46",".294","69.7 %","4.56","1.25","20.8 %","43.9 %","35.2 %","11.2 %","10.9 %","7.1 %","38.5 %","108.6","936.0","6.8","495.8","115.3","12.2","$47.6","5.26","4.52","-3.40","-117.88","114.48","-34.16","-3.28","1.04","1.45","1.09","1.17","461","-0.77","-2.49","64.3 %","88.2","15.9 %","80.4","","","8.8 %","73.2","9.8 %","78.1","1.2 %","82.3","","","5.9 %","","-83.3","-6.3","","14.9","-1.6","5.1","","-0.59","-0.18","","0.77","-0.08","1.85","","18.5 %","69.4 %","45.6 %","52.5 %","86.6 %","80.2 %","53.3 %","57.1 %","9.0 %","69","107","75","104","103","103","15.6 %","9.3 %","4.43","5.09","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","-1.2","0.6","-0.6","22 - 40","6.3 %","43.3 %","29.5 %","27.1 %","15.4 %","61.5 %","23.1 %","4.49","27.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","74","88","4.91","583","162","9","2","34","51","19","1424.2","6271","1508","837","777","142","603","38","57","52","8","1058","28","74","88","4.91","583","162","9","2","34","19","1424.2","6271","1508","837","777","142","603","38","57","52","8","1058","2023","1461","972","146","9125","14721","23846","739","168","96","23","6.68","3.81","1.75","9.53","0.90",".269","1.48",".310","67.6 %","4.16","1.38","21.8 %","45.4 %","32.8 %","10.0 %","9.7 %","8.3 %","24.0 %","130.4","938.6","20.1","477.2","150.5","15.3","$59.7","4.81","4.29","-6.14","-106.32","100.17","-70.03","-6.93","0.93","1.28","0.98","1.03","421","-2.67","-3.90","67.3 %","90.4","7.4 %","82.0","","","15.3 %","78.0","6.1 %","81.4","4.0 %","83.0","","","4.4 %","","-77.4","6.6","","-1.6","1.1","2.7","","-0.50","0.39","","-0.05","0.08","0.30","","17.8 %","70.1 %","45.9 %","47.9 %","86.4 %","79.5 %","53.8 %","56.9 %","9.4 %","51","91","69","111","96","98","16.9 %","9.6 %","4.27","4.67","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","-6.6","-1.6","-8.2","21 - 39","7.3 %","42.1 %","28.5 %","29.3 %","13.8 %","63.0 %","23.2 %","4.38","28.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
