"Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Giants","90","72","4.19","601","162","3","1","47","","","1463.1","6294","1437","748","682","145","579","49","33","50","3","1080","29","90","72","4.19","601","162","3","1","47","","1463.1","6294","1437","748","682","145","579","49","33","50","3","1080","","","","","","","","","","","","6.64","3.56","1.87","8.84","0.89",".253","1.38",".290","70.5 %","4.12","","","","","","","","","113.5","985.6","52.4","474.0","165.9","16.6","","","","4.29","-111.18","115.47","-8.48","-1.24","1.04","0.99","1.14","1.24","439","-2.14","6.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","62","100","98","","17.2 %","9.2 %","","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","0.4","-2.3","-1.9","22 - 39","8.0 %","","","","","","","4.53","28.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","75","87","4.20","546","162","6","0","43","","","1437.2","6195","1452","730","671","168","525","47","64","46","2","947","28","75","87","4.20","546","162","6","0","43","","1437.2","6195","1452","730","671","168","525","47","64","46","2","947","","","","","","","","","","","","5.93","3.29","1.80","9.09","1.05",".259","1.38",".286","72.6 %","4.48","","","","","","","","","104.5","998.7","38.8","434.3","143.3","14.0","","","","2.32","-109.00","111.32","36.40","3.24","1.01","0.95","1.08","1.17","384","2.27","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","63","94","101","","15.3 %","8.5 %","","","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","3.2","1.3","4.5","23 - 33","6.8 %","","","","","","","4.67","26.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dodgers","86","76","4.25","570","162","3","1","46","","","1450.2","6201","1387","744","685","184","524","37","72","44","11","1212","31","86","76","4.25","570","162","3","1","46","","1450.2","6201","1387","744","685","184","524","37","72","44","11","1212","","","","","","","","","","","","7.52","3.25","2.31","8.61","1.14",".247","1.32",".286","71.8 %","4.26","","","","","","","","","149.4","991.0","12.5","452.9","161.9","16.4","","","","0.18","-115.02","115.20","-23.24","-2.39","1.06","1.02","1.13","1.24","408","-2.69","2.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","79","104","97","","19.6 %","8.5 %","","","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","2.0","-6.1","-4.1","22 - 44","11.1 %","","","","","","","4.15","31.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","80","82","4.28","633","162","7","5","41","","","1462.2","6305","1553","753","696","165","490","60","76","33","8","1041","28","80","82","4.28","633","162","7","5","41","","1462.2","6305","1553","753","696","165","490","60","76","33","8","1041","","","","","","","","","","","","6.41","3.02","2.12","9.56","1.02",".271","1.40",".306","72.4 %","4.25","","","","","","","","","134.3","960.0","43.4","497.3","177.6","18.0","","","","4.59","-113.67","118.26","39.91","3.89","1.05","1.03","1.21","1.33","471","0.70","3.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133","79","93","95","","16.5 %","7.8 %","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","-4.0","6.5","2.5","21 - 39","8.7 %","","","","","","","4.43","26.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","76","86","4.32","592","162","5","3","32","","","1438.0","6227","1397","744","691","151","617","53","70","40","3","1119","27","76","86","4.32","592","162","5","3","32","","1438.0","6227","1397","744","691","151","617","53","70","40","3","1119","","","","","","","","","","","","7.00","3.86","1.81","8.74","0.95",".252","1.40",".292","71.6 %","4.29","","","","","","","","","122.8","981.7","9.6","450.7","132.4","13.2","","","","-4.00","-111.85","107.85","-22.89","-2.13","1.00","0.97","1.06","1.13","430","-1.37","-2.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","75","103","100","","18.0 %","9.9 %","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","-0.3","-0.8","-1.1","21 - 38","8.1 %","","","","","","","4.52","30.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Astros","93","69","4.39","567","162","7","1","48","","","1454.2","6236","1453","769","709","221","486","22","70","42","3","1228","28","93","69","4.39","567","162","7","1","48","","1454.2","6236","1453","769","709","221","486","22","70","42","3","1228","","","","","","","","","","","","7.60","3.01","2.53","8.99","1.37",".256","1.33",".291","73.0 %","4.48","","","","","","","","","96.5","958.2","43.2","490.4","139.6","14.4","","","","7.75","-108.15","115.90","44.69","4.15","1.01","0.98","1.13","1.23","405","2.48","5.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","60","97","101","","19.7 %","7.8 %","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","0.0","3.4","3.4","21 - 36","11.9 %","","","","","","","4.05","31.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","85","77","4.51","564","162","12","5","45","","","1441.1","6187","1494","766","723","192","445","16","56","58","2","965","26","85","77","4.51","564","162","12","5","45","","1441.1","6187","1494","766","723","192","445","16","56","58","2","965","","","","","","","","","","","","6.03","2.78","2.17","9.33","1.20",".263","1.35",".287","71.2 %","4.48","","","","","","","","","100.8","988.9","15.9","445.2","116.7","11.7","","","","1.27","-108.12","109.38","20.53","1.83","0.98","0.96","1.08","1.16","402","0.14","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","71","98","103","","15.6 %","7.2 %","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2","2.7","2.8","5.5","21 - 35","8.4 %","","","","","","","4.47","25.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","79","83","4.52","584","162","5","1","46","","","1440.2","6278","1519","812","724","219","476","54","56","46","5","1088","27","79","83","4.52","584","162","5","1","46","","1440.2","6278","1519","812","724","219","476","54","56","46","5","1088","","","","","","","","","","","","6.80","2.97","2.29","9.49","1.37",".264","1.38",".293","71.0 %","4.62","","","","","","","","","69.4","980.1","10.5","454.5","79.9","8.1","","","","-6.48","-109.90","103.42","-71.23","-6.86","0.94","0.92","1.05","1.12","422","-10.41","3.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","74","111","109","","17.3 %","7.6 %","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","-0.7","-3.4","-4.1","22 - 34","9.8 %","","","","","","","4.31","28.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"White Sox","83","79","4.55","568","162","8","3","51","","","1433.1","6200","1465","795","725","181","500","38","88","57","5","921","26","83","79","4.55","568","162","8","3","51","","1433.1","6200","1465","795","725","181","500","38","88","57","5","921","","","","","","","","","","","","5.78","3.14","1.84","9.20","1.14",".261","1.37",".285","69.9 %","4.64","","","","","","","","","98.2","933.3","36.9","493.5","135.1","13.4","","","","0.40","-112.33","112.72","4.89","0.35","1.02","0.98","1.15","1.25","406","1.83","-1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","74","100","101","","14.9 %","8.1 %","","","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0","3.7","-3.1","0.6","21 - 38","6.8 %","","","","","","","4.67","25.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","91","71","4.65","645","162","3","0","42","","","1446.2","6312","1512","821","747","148","573","44","49","58","11","1218","28","91","71","4.65","645","162","3","0","42","","1446.2","6312","1512","821","747","148","573","44","49","58","11","1218","","","","","","","","","","","","7.58","3.56","2.13","9.41","0.92",".266","1.44",".315","68.1 %","3.99","","","","","","","","","126.6","874.4","84.4","565.5","211.1","21.1","","","","4.68","-108.26","112.93","11.26","0.99","1.00","0.97","1.13","1.22","483","5.14","-0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151","79","104","90","","19.3 %","9.1 %","","","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","-7.2","-3.3","-10.5","20 - 38","10.2 %","","","","","","","4.26","30.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","68","94","4.65","651","162","3","2","28","","","1436.1","6338","1452","806","742","197","667","107","72","58","3","1057","28","68","94","4.65","651","162","3","2","28","","1436.1","6338","1452","806","742","197","667","107","72","58","3","1057","","","","","","","","","","","","6.62","4.18","1.58","9.10","1.23",".259","1.48",".289","72.3 %","4.90","","","","","","","","","54.8","890.3","13.1","538.1","67.9","6.7","","","","-5.13","-108.55","103.42","-41.51","-3.76","0.95","0.91","0.96","0.99","489","-4.96","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","67","106","110","","16.7 %","10.5 %","","","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","0.7","1.8","2.4","20 - 38","6.2 %","","","","","","","4.74","30.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Expos","68","94","4.69","653","162","5","3","28","","","1431.1","6250","1509","812","746","190","525","40","61","55","4","1103","29","68","94","4.69","653","162","5","3","28","","1431.1","6250","1509","812","746","190","525","40","61","55","4","1103","","","","","","","","","","","","6.94","3.30","2.10","9.49","1.19",".266","1.42",".302","70.2 %","4.46","","","","","","","","","120.3","922.6","16.9","500.8","137.1","14.0","","","","-4.05","-107.27","103.22","-56.05","-5.27","0.94","0.91","0.91","0.92","491","-3.50","-0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","70","103","99","","17.7 %","8.4 %","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","-3.7","0.5","-3.1","23 - 36","9.3 %","","","","","","","4.37","29.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","63","98","4.70","554","162","10","2","31","","","1432.1","6273","1504","829","748","194","528","28","74","37","5","938","27","63","98","4.70","554","162","10","2","31","","1432.1","6273","1504","829","748","194","528","28","74","37","5","938","","","","","","","","","","","","5.89","3.32","1.78","9.45","1.22",".265","1.42",".289","69.6 %","4.76","","","","","","","","","91.1","967.1","8.9","458.7","100.0","9.9","","","","-11.22","-115.31","104.08","-101.68","-10.56","0.97","0.95","1.12","1.22","392","-8.97","-2.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","77","109","106","","15.0 %","8.4 %","","","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","2.2","-6.3","-4.1","22 - 35","6.5 %","","","","","","","4.70","26.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","66","96","4.78","623","162","2","1","35","","","1442.2","6324","1572","850","766","198","515","46","48","53","4","943","27","66","96","4.78","623","162","2","1","35","","1442.2","6324","1572","850","766","198","515","46","48","53","4","943","","","","","","","","","","","","5.88","3.21","1.83","9.81","1.24",".273","1.45",".297","69.2 %","4.70","","","","","","","","","58.9","872.9","41.7","564.4","100.6","10.1","","","","-8.57","-114.66","106.09","-78.19","-7.39","0.96","0.93","1.02","1.07","461","-7.97","-0.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","77","107","104","","14.9 %","8.1 %","","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","-2.5","-1.7","-4.2","23 - 36","6.8 %","","","","","","","4.67","26.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Royals","65","97","4.87","558","162","5","0","30","","","1440.0","6289","1537","858","779","209","576","26","61","73","2","911","27","65","97","4.87","558","162","5","0","30","","1440.0","6289","1537","858","779","209","576","26","61","73","2","911","","","","","","","","","","","","5.69","3.60","1.58","9.61","1.31",".272","1.47",".293","70.0 %","5.00","","","","","","","","","64.7","935.9","12.7","498.5","77.4","7.6","","","","-4.12","-113.95","109.82","-33.11","-2.91","0.97","0.93","1.03","1.10","396","-3.62","-0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","71","101","109","","14.5 %","9.2 %","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","0.4","3.6","4.0","21 - 37","5.3 %","","","","","","","4.84","27.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devil Rays","62","100","4.96","532","162","1","1","30","","","1423.2","6288","1513","887","784","207","569","21","75","75","7","1030","26","62","100","4.96","532","162","1","1","30","","1423.2","6288","1513","887","784","207","569","21","75","75","7","1030","","","","","","","","","","","","6.51","3.60","1.81","9.56","1.31",".268","1.46",".296","68.0 %","4.85","","","","","","","","","61.3","929.4","2.8","486.1","64.1","6.5","","","","-10.68","-112.73","102.05","-125.34","-12.37","0.93","0.88","0.93","0.95","370","-9.85","-1.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","60","111","110","","16.4 %","9.1 %","","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","-0.5","-3.8","-4.3","22 - 35","7.3 %","","","","","","","4.60","28.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigers","66","96","5.01","553","162","16","1","34","","","1429.1","6361","1624","876","795","180","553","56","73","40","4","859","28","66","96","5.01","553","162","16","1","34","","1429.1","6361","1624","876","795","180","553","56","73","40","4","859","","","","","","","","","","","","5.41","3.48","1.55","10.23","1.13",".283","1.52",".307","68.8 %","4.80","","","","","","","","","60.7","976.1","3.6","446.7","64.3","6.7","","","","-8.08","-112.84","104.77","-85.60","-8.34","0.94","0.93","1.08","1.16","391","-8.44","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","72","116","111","","13.5 %","8.7 %","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","-4.6","0.3","-4.4","21 - 35","4.8 %","","","","","","","4.91","25.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","62","100","5.05","572","162","8","2","36","","","1416.1","6222","1493","858","794","167","549","74","80","49","4","908","29","62","100","5.05","572","162","8","2","36","","1416.1","6222","1493","858","794","167","549","74","80","49","4","908","","","","","","","","","","","","5.77","3.49","1.65","9.49","1.06",".267","1.44",".293","66.9 %","4.63","","","","","","","","","68.0","912.1","22.1","498.4","90.1","9.0","","","","-11.81","-110.53","98.72","-112.52","-11.06","0.93","0.90","1.00","1.05","410","-5.93","-6.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","79","115","106","","14.6 %","8.8 %","","","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","-0.9","-5.5","-6.4","22 - 39","5.8 %","","","","","","","4.79","26.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rockies","73","89","5.29","636","162","8","4","26","","","1430.0","6306","1522","906","841","239","598","71","64","38","1","1058","28","73","89","5.29","636","162","8","4","26","","1430.0","6306","1522","906","841","239","598","71","64","38","1","1058","","","","","","","","","","","","6.66","3.76","1.77","9.58","1.50",".270","1.48",".295","69.1 %","5.13","","","","","","","","","98.9","956.7","5.2","468.4","104.1","10.4","","","","-8.43","-112.50","104.07","-25.39","-2.32","0.93","0.92","1.01","1.06","474","-2.12","-6.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","86","101","106","","16.8 %","9.5 %","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","-1.3","3.7","2.5","22 - 35","7.3 %","","","","","","","4.61","30.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rangers","73","89","5.71","572","162","4","1","37","","","1438.1","6469","1670","968","913","222","596","33","63","70","9","951","28","73","89","5.71","572","162","4","1","37","","1438.1","6469","1670","968","913","222","596","33","63","70","9","951","","","","","","","","","","","","5.95","3.73","1.60","10.45","1.39",".287","1.58",".312","67.4 %","5.11","","","","","","","","","72.5","924.1","-15.0","507.0","57.5","5.8","","","","-8.64","-121.28","112.64","-126.84","-12.53","0.98","0.94","1.04","1.11","410","-12.77","3.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","71","121","112","","14.7 %","9.2 %","","","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","-6.1","1.6","-4.5","23 - 37","5.5 %","","","","","","","4.82","27.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
