"Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Phillies","86","76","4.06","599","162","9","7","33","56","18","1443.2","6195","1386","697","651","142","536","51","77","53","4","1060","29","86","76","4.06","599","162","9","7","33","18","1443.2","6195","1386","697","651","142","536","51","77","53","4","1060","1987","1466","930","193","8584","14449","23033","791","124","138","31","6.61","3.34","1.98","8.64","0.89",".248","1.33",".284","72.3 %","4.12","1.36","21.2 %","45.3 %","33.4 %","13.2 %","9.7 %","6.2 %","22.5 %","135.8","968.3","29.6","472.1","165.4","16.6","$71.6","4.55","4.32","3.06","-102.65","105.70","26.06","2.68","0.98","1.74","1.08","1.15","437","2.43","0.70","63.8 %","88.9","12.8 %","81.0","","","13.2 %","71.9","9.1 %","78.3","1.1 %","82.9","0.0 %","","1.1 %","","31.7","8.8","","0.0","5.4","7.8","-0.5","0.22","0.30","","0.00","0.26","3.15","-50.07","22.1 %","68.7 %","46.7 %","52.2 %","86.5 %","78.9 %","52.8 %","58.9 %","9.8 %","56","110","63","97","97","99","17.1 %","8.7 %","4.24","4.93","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","2.4","-2.3","0.1","22 - 41","8.5 %","42.2 %","26.9 %","30.9 %","18.3 %","58.2 %","23.6 %","4.34","28.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braves","101","61","4.10","651","162","4","1","51","75","20","1456.1","6247","1425","740","663","147","555","69","42","53","4","992","30","101","61","4.10","651","162","4","1","51","20","1456.1","6247","1425","740","663","147","555","69","42","53","4","992","2167","1342","1044","133","8689","14257","22946","907","137","105","20","6.13","3.43","1.79","8.81","0.91",".252","1.36",".283","70.6 %","4.21","1.61","22.9 %","47.6 %","29.5 %","9.9 %","11.0 %","6.3 %","19.0 %","119.9","981.7","31.6","472.3","151.5","15.2","$65.3","5.05","4.24","5.80","-100.75","106.55","6.11","0.38","0.96","1.57","1.05","1.11","489","3.80","2.27","70.2 %","88.8","9.3 %","82.7","","","6.0 %","76.5","11.7 %","81.2","2.8 %","83.3","","","1.4 %","0.0 %","-14.9","23.4","","10.6","24.6","8.4","","-0.09","1.11","","0.79","0.93","1.32","","21.4 %","68.8 %","45.8 %","50.3 %","87.9 %","79.5 %","51.6 %","58.5 %","9.3 %","75","118","79","95","98","98","15.9 %","8.9 %","4.32","5.61","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0","2.8","-1.9","0.9","22 - 38","7.0 %","41.7 %","30.2 %","28.1 %","16.2 %","60.5 %","23.4 %","4.51","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"White Sox","86","76","4.17","523","162","12","0","36","33","17","1431.0","6067","1364","715","663","162","518","30","53","39","4","1056","28","86","76","4.17","523","162","12","0","36","17","1431.0","6067","1364","715","663","162","518","30","53","39","4","1056","1822","1538","971","178","8358","14396","22754","791","103","107","31","6.64","3.26","2.04","8.58","1.02",".248","1.32",".281","71.4 %","4.22","1.18","22.4 %","42.1 %","35.5 %","11.6 %","10.5 %","5.7 %","29.0 %","172.6","1010.9","48.3","415.2","221.0","22.5","$96.9","5.01","4.32","9.28","-97.77","107.05","82.28","7.79","0.96","1.48","1.05","1.13","361","9.39","0.28","65.5 %","89.9","13.0 %","82.5","","","9.2 %","77.7","12.2 %","79.9","0.1 %","84.0","","","2.0 %","","24.6","18.1","","7.5","19.2","2.5","","0.17","0.62","","0.37","0.70","8.10","","21.7 %","68.7 %","46.1 %","51.3 %","88.6 %","80.2 %","52.0 %","59.6 %","9.2 %","33","87","52","90","90","97","17.4 %","8.5 %","4.27","4.97","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","3.4","-2.3","1.0","23 - 35","8.9 %","45.6 %","25.1 %","29.3 %","17.3 %","59.3 %","23.4 %","4.29","28.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","68","94","4.21","590","162","5","2","34","52","25","1459.1","6254","1477","778","682","179","501","37","64","49","7","943","27","68","94","4.21","590","162","5","2","34","25","1459.1","6254","1477","778","682","179","501","37","64","49","7","943","2037","1531","1057","175","8624","14698","23322","699","133","121","42","5.82","3.09","1.88","9.11","1.10",".260","1.36",".284","70.6 %","4.49","1.33","22.9 %","44.0 %","33.1 %","11.4 %","11.7 %","6.5 %","34.7 %","90.0","934.8","32.2","515.2","122.1","12.1","$52.0","5.18","4.43","-2.22","-116.26","114.04","7.62","1.10","1.02","1.45","1.11","1.19","428","2.31","-4.48","67.8 %","89.6","8.6 %","81.6","","","8.6 %","76.1","12.7 %","80.2","2.3 %","82.8","","","3.7 %","","-39.3","7.7","","6.1","20.5","4.2","","-0.26","0.40","","0.32","0.72","0.81","","22.5 %","69.3 %","46.7 %","50.6 %","89.7 %","80.6 %","51.7 %","58.9 %","9.1 %","52","112","86","95","102","99","15.1 %","8.0 %","4.41","4.31","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","2.6","0.1","2.7","22 - 40","7.1 %","45.3 %","27.0 %","27.8 %","15.5 %","61.7 %","22.8 %","4.51","26.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","77","85","4.28","537","162","5","2","39","56","13","1431.1","6161","1444","743","681","190","486","38","76","53","3","980","28","77","85","4.28","537","162","5","2","39","13","1431.1","6161","1444","743","681","190","486","38","76","53","3","980","1786","1709","1042","186","8773","14646","23419","736","109","81","28","6.16","3.06","2.02","9.08","1.19",".258","1.35",".283","72.6 %","4.57","1.05","23.0 %","39.4 %","37.7 %","10.9 %","11.1 %","6.1 %","34.6 %","61.0","925.9","52.8","500.3","113.9","11.3","$48.7","5.21","4.58","-0.27","-102.08","101.81","19.73","2.17","0.93","1.19","0.94","0.98","375","2.00","-2.29","66.8 %","89.5","11.4 %","80.1","","","11.2 %","76.2","10.0 %","80.1","0.7 %","78.7","","","7.5 %","","-37.1","29.9","","-14.9","-0.7","0.4","","-0.26","1.21","","-0.61","-0.03","0.29","","21.8 %","67.5 %","45.5 %","55.5 %","88.2 %","80.6 %","51.8 %","59.4 %","8.8 %","56","101","39","96","103","103","15.9 %","7.9 %","4.40","4.63","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","2.9","1.5","4.4","21 - 40","8.0 %","43.0 %","27.6 %","29.4 %","15.0 %","61.1 %","23.9 %","4.39","26.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","90","72","4.41","561","162","7","3","45","65","19","1461.2","6246","1526","758","716","187","402","35","50","62","9","997","30","90","72","4.41","561","162","7","3","45","19","1461.2","6246","1526","758","716","187","402","35","50","62","9","997","1808","1790","1081","214","8072","14908","22980","801","98","116","31","6.14","2.48","2.48","9.40","1.15",".263","1.32",".290","71.1 %","4.26","1.01","23.1 %","38.6 %","38.3 %","12.0 %","10.4 %","5.4 %","26.7 %","123.3","972.8","45.1","482.8","168.4","16.8","$72.1","5.01","4.38","6.69","-103.60","110.29","41.93","4.21","0.98","1.48","1.14","1.25","399","6.31","0.52","64.8 %","89.5","10.8 %","82.4","","","8.6 %","73.1","15.8 %","78.7","0.0 %","84.0","","","6.7 %","","14.9","-18.4","","-13.4","29.0","0.3","","0.11","-0.79","","-0.72","0.86","6.62","","23.6 %","70.3 %","48.5 %","58.2 %","88.5 %","81.6 %","53.2 %","62.4 %","8.9 %","65","127","57","97","98","98","16.0 %","6.4 %","4.24","4.93","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","0.3","2.1","2.4","23 - 46","9.5 %","44.1 %","27.5 %","28.4 %","15.0 %","60.5 %","24.5 %","4.21","25.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Red Sox","95","67","4.49","599","162","5","0","36","46","21","1464.2","6355","1503","809","731","153","488","41","76","44","0","1141","30","95","67","4.49","599","162","5","0","36","21","1464.2","6355","1503","809","731","153","488","41","76","44","0","1141","2055","1469","1048","200","8484","14964","23448","961","140","77","27","7.01","3.00","2.34","9.24","0.94",".260","1.36",".300","67.9 %","3.99","1.40","22.9 %","44.9 %","32.1 %","13.6 %","10.4 %","6.8 %","35.1 %","170.8","957.8","37.7","499.4","208.5","21.5","$92.6","4.77","4.09","0.70","-111.15","111.85","0.77","0.17","0.99","1.52","1.02","1.08","437","3.90","-3.20","59.6 %","88.4","7.8 %","81.8","","","11.2 %","72.2","9.4 %","80.3","0.6 %","85.5","11.4 %","65.5","0.4 %","0.0 %","-12.5","5.8","","11.6","0.5","-0.1","0.5","-0.09","0.32","","0.45","0.02","-0.05","0.02","21.9 %","68.2 %","46.3 %","47.2 %","87.3 %","78.4 %","52.8 %","60.2 %","10.0 %","46","110","84","97","91","92","18.0 %","7.7 %","4.00","5.91","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","-3.2","-3.5","-6.7","23 - 38","10.3 %","45.9 %","26.1 %","28.0 %","16.4 %","60.3 %","23.3 %","4.12","28.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mets","66","95","4.50","573","161","3","3","38","59","15","1413.1","6204","1497","754","706","168","576","71","45","45","7","907","29","66","95","4.50","573","161","3","3","38","15","1413.1","6204","1497","754","706","168","576","71","45","45","7","907","1912","1657","975","175","9100","14384","23484","642","137","130","28","5.78","3.67","1.57","9.53","1.07",".268","1.47",".295","72.5 %","4.61","1.15","21.5 %","42.1 %","36.5 %","10.6 %","10.1 %","7.2 %","21.5 %","75.9","918.2","4.6","489.3","80.5","8.3","$35.5","5.04","4.78","-5.20","-111.66","106.46","-47.25","-4.72","1.00","1.56","1.02","1.08","412","-5.53","0.35","60.2 %","87.9","10.3 %","81.5","","","9.1 %","75.6","16.8 %","79.9","3.6 %","83.5","","","1.5 %","","-89.3","22.6","","-0.5","-1.6","6.0","","-0.64","0.94","","-0.02","-0.04","0.72","","19.8 %","68.4 %","44.9 %","50.9 %","88.9 %","80.8 %","51.6 %","58.0 %","8.6 %","59","95","67","108","108","110","14.6 %","9.3 %","4.70","4.09","-0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","-1.5","2.9","1.4","22 - 42","5.3 %","44.3 %","27.8 %","28.0 %","16.1 %","61.5 %","22.4 %","4.71","26.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cardinals","85","77","4.62","622","162","9","3","41","72","30","1463.2","6375","1544","796","751","210","508","36","65","53","1","969","31","85","77","4.62","622","162","9","3","41","30","1463.2","6375","1544","796","751","210","508","36","65","53","1","969","1948","1726","1060","203","8866","14896","23762","876","113","97","13","5.96","3.12","1.91","9.49","1.29",".266","1.40",".289","72.5 %","4.75","1.13","22.4 %","41.1 %","36.5 %","11.8 %","12.2 %","5.8 %","13.4 %","90.1","977.7","-21.0","480.6","69.1","7.3","$31.6","5.30","4.60","-5.23","-113.88","108.65","-53.07","-5.18","0.99","1.62","1.09","1.17","460","-6.27","0.98","62.5 %","88.8","11.4 %","82.3","","","14.7 %","74.5","10.2 %","80.1","1.2 %","83.6","","","11.4 %","","-75.5","7.5","","12.2","-0.3","4.9","","-0.57","0.31","","0.40","-0.02","1.90","","23.7 %","68.7 %","46.4 %","57.2 %","88.1 %","80.2 %","50.4 %","59.1 %","9.2 %","72","97","88","110","111","106","15.2 %","8.0 %","4.48","5.39","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","0.8","0.1","0.9","22 - 40","7.2 %","42.3 %","28.6 %","29.1 %","15.7 %","59.6 %","24.8 %","4.49","26.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","75","87","4.65","619","162","7","3","44","77","24","1444.1","6293","1527","801","746","178","502","58","61","50","2","926","28","75","87","4.65","619","162","7","3","44","24","1444.1","6293","1527","801","746","178","502","58","61","50","2","926","2106","1509","1045","145","8620","14219","22839","753","120","142","22","5.77","3.13","1.84","9.52","1.11",".266","1.40",".292","70.0 %","4.52","1.40","22.4 %","45.2 %","32.4 %","9.6 %","11.8 %","5.7 %","15.5 %","96.5","937.5","-6.2","502.4","90.3","9.1","$39.1","5.29","4.44","-3.63","-115.40","111.77","-52.70","-5.03","1.01","1.70","1.12","1.21","457","-4.05","0.44","59.0 %","89.8","11.6 %","82.2","","","16.8 %","76.0","12.0 %","78.3","0.5 %","82.9","","","12.3 %","","-72.8","17.4","","37.1","-2.1","-1.5","","-0.62","0.75","","1.10","-0.09","-1.44","","21.4 %","69.4 %","46.6 %","54.8 %","88.5 %","81.2 %","52.5 %","57.9 %","8.7 %","77","108","88","108","105","102","14.7 %","8.0 %","4.43","4.69","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","-0.3","-0.8","-1.1","21 - 34","6.7 %","44.2 %","28.0 %","27.8 %","15.3 %","61.7 %","23.0 %","4.55","25.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","86","76","4.69","605","162","14","4","35","64","17","1435.0","6270","1560","826","748","184","485","46","57","56","2","984","29","86","76","4.69","605","162","14","4","35","17","1435.0","6270","1560","826","748","184","485","46","57","56","2","984","2170","1444","1061","163","8318","14418","22736","894","138","67","27","6.17","3.04","2.03","9.78","1.15",".272","1.43",".302","69.2 %","4.46","1.50","22.7 %","46.4 %","30.9 %","11.3 %","12.7 %","6.4 %","40.3 %","145.7","974.1","1.5","453.2","147.3","15.1","$64.9","5.37","4.26","-2.35","-108.33","105.99","-21.13","-2.13","0.95","1.35","1.03","1.09","443","0.43","-2.90","61.4 %","89.1","10.7 %","81.2","","","11.9 %","74.5","11.8 %","79.3","4.2 %","82.6","","","8.9 %","","-80.1","-7.4","","15.1","3.6","24.0","","-0.63","-0.34","","0.61","0.15","2.77","","24.3 %","68.9 %","47.1 %","54.3 %","88.8 %","80.1 %","51.1 %","57.9 %","9.4 %","64","91","76","100","98","95","15.7 %","7.7 %","4.24","5.61","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","-3.6","0.7","-3.0","24 - 38","8.0 %","44.7 %","27.8 %","27.5 %","14.6 %","62.5 %","22.9 %","4.40","26.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","71","91","4.76","588","163","9","1","41","66","21","1449.2","6366","1579","820","767","198","526","43","80","42","4","981","29","71","91","4.76","588","163","9","1","41","21","1449.2","6366","1579","820","767","198","526","43","80","42","4","981","1990","1596","1107","178","9031","14935","23966","743","125","86","23","6.09","3.27","1.87","9.80","1.23",".274","1.45",".301","71.6 %","4.71","1.25","23.6 %","42.4 %","34.0 %","11.2 %","12.4 %","6.3 %","26.7 %","97.5","969.0","19.9","475.3","117.4","11.8","$50.5","5.39","4.54","-4.88","-117.52","112.63","-58.21","-5.56","1.03","1.85","1.26","1.41","425","-5.82","1.06","63.0 %","88.9","11.8 %","81.7","","","12.6 %","76.2","11.2 %","78.5","1.4 %","83.9","","","3.6 %","","-112.8","16.8","","26.1","-1.3","3.4","","-0.78","0.62","","0.90","-0.05","1.03","","21.1 %","68.0 %","45.2 %","52.8 %","89.2 %","81.0 %","51.5 %","59.4 %","8.6 %","66","104","88","108","104","102","15.4 %","8.3 %","4.44","4.61","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","-3.8","1.0","-2.8","23 - 37","7.2 %","42.9 %","28.4 %","28.7 %","16.5 %","58.0 %","25.6 %","4.50","26.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","64","98","4.87","635","162","2","0","31","60","18","1431.1","6303","1458","831","775","208","611","52","62","64","3","1091","29","64","98","4.87","635","162","2","0","31","18","1431.1","6303","1458","831","775","208","611","52","62","64","3","1091","1938","1521","955","178","8965","14717","23682","678","127","124","24","6.86","3.84","1.79","9.17","1.31",".259","1.45",".289","70.7 %","4.81","1.27","21.6 %","43.9 %","34.5 %","11.7 %","13.7 %","6.6 %","19.4 %","42.4","920.4","-5.7","503.7","36.7","3.9","$16.6","5.02","4.47","-15.20","-118.86","103.66","-135.92","-13.96","0.99","1.67","1.10","1.17","473","-13.94","-1.36","60.1 %","88.8","15.8 %","79.4","","","9.4 %","75.0","14.1 %","79.3","0.6 %","79.4","","","5.6 %","","-40.4","-11.2","","10.7","-1.1","3.1","","-0.30","-0.32","","0.51","-0.04","2.36","","23.2 %","69.7 %","46.6 %","49.5 %","86.2 %","77.2 %","50.3 %","58.1 %","10.6 %","60","93","100","122","115","103","17.3 %","9.7 %","4.37","4.26","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","0.9","-5.5","-4.6","21 - 46","7.6 %","41.5 %","28.7 %","29.8 %","17.5 %","57.9 %","24.7 %","4.44","30.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devil Rays","63","99","4.93","534","162","7","3","30","56","25","1436.2","6340","1454","852","787","196","639","37","95","65","9","877","26","63","99","4.93","534","162","7","3","30","25","1436.2","6340","1454","852","787","196","639","37","95","65","9","877","1870","1764","1027","216","9375","14408","23783","715","102","67","10","5.49","4.00","1.37","9.11","1.23",".259","1.46",".278","69.8 %","5.12","1.06","22.0 %","40.1 %","37.8 %","12.2 %","11.1 %","5.5 %","14.9 %","24.5","888.3","5.3","540.9","29.7","3.1","$13.3","5.69","5.13","-8.26","-119.24","110.97","-82.64","-7.89","1.02","1.61","1.15","1.27","371","-6.17","-1.96","67.8 %","89.7","12.0 %","81.9","","","8.7 %","76.0","10.7 %","80.0","0.8 %","85.6","","","5.9 %","","-60.5","-2.8","","-4.5","2.9","1.1","","-0.40","-0.10","","-0.23","0.12","0.62","","21.1 %","68.6 %","44.6 %","52.9 %","88.9 %","80.3 %","49.5 %","55.5 %","8.8 %","56","102","77","110","116","115","13.8 %","10.1 %","4.93","4.48","-0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","5.2","-1.8","3.4","20 - 35","3.8 %","43.7 %","26.9 %","29.4 %","14.6 %","60.9 %","24.6 %","4.90","27.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","68","94","5.03","622","162","5","1","44","59","27","1452.0","6459","1590","873","811","219","575","43","61","57","8","1034","28","68","94","5.03","622","162","5","1","44","27","1452.0","6459","1590","873","811","219","575","43","61","57","8","1034","1899","1751","994","229","8998","15022","24020","714","117","145","47","6.41","3.56","1.80","9.86","1.36",".273","1.49",".300","70.5 %","4.88","1.08","21.4 %","40.9 %","37.7 %","13.1 %","12.5 %","6.2 %","32.4 %","65.2","926.5","0.2","518.5","65.3","6.8","$29.1","5.38","4.68","-11.32","-122.00","110.68","-123.80","-12.29","1.00","1.56","1.05","1.12","460","-13.74","2.41","66.4 %","89.6","12.3 %","82.1","","","10.3 %","77.4","10.0 %","79.0","1.0 %","84.0","","","8.6 %","","-116.3","-2.3","","9.8","-15.5","5.9","","-0.80","-0.09","","0.43","-0.71","2.64","","22.9 %","69.5 %","46.6 %","54.3 %","88.5 %","80.3 %","51.0 %","59.3 %","9.2 %","59","118","68","117","111","108","16.0 %","8.9 %","4.50","4.43","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","-3.4","-1.9","-5.3","22 - 36","7.1 %","42.4 %","28.4 %","29.2 %","15.3 %","60.2 %","24.5 %","4.50","28.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
