"Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Expos","68","94","4.69","594","162","6","3","44","","","1434.1","6321","1505","853","748","152","572","39","60","45","8","1043","26","68","94","4.69","594","162","6","3","44","","1434.1","6321","1505","853","748","152","572","39","60","45","8","1043","","","","","","","","","","","","6.54","3.59","1.82","9.44","0.95",".265","1.45",".301","66.7 %","4.38","","","","","","","","","136.3","927.2","48.3","502.0","184.6","17.9","","","","-8.01","-116.99","108.98","-68.77","-6.45","1.00","0.97","1.11","1.19","432","-4.42","-3.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","91","102","95","","16.5 %","9.1 %","","","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","-1.9","-6.6","-8.4","21 - 37","7.5 %","","","","","","","4.65","28.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Giants","86","76","4.71","612","162","6","1","42","","","1456.1","6430","1486","831","762","194","655","41","51","62","7","1076","29","86","76","4.71","612","162","6","1","42","","1456.1","6430","1486","831","762","194","655","41","51","62","7","1076","","","","","","","","","","","","6.65","4.05","1.64","9.18","1.20",".260","1.47",".290","70.9 %","4.84","","","","","","","","","78.3","967.0","26.1","483.5","104.4","9.8","","","","-2.51","-116.96","114.45","-54.08","-5.24","1.02","1.00","1.16","1.26","451","-6.99","4.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","70","108","106","","16.7 %","10.2 %","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","2.0","-3.2","-1.2","24 - 37","6.6 %","","","","","","","4.76","29.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cardinals","75","86","4.76","615","161","5","3","38","","","1445.1","6427","1519","838","764","161","667","38","63","60","9","1025","28","75","86","4.76","615","161","5","3","38","","1445.1","6427","1519","838","764","161","667","38","63","60","9","1025","","","","","","","","","","","","6.38","4.15","1.54","9.46","1.00",".267","1.51",".301","69.7 %","4.68","","","","","","","","","119.6","928.2","26.3","510.6","145.9","14.0","","","","-4.59","-127.58","123.00","-42.67","-4.42","1.10","1.05","1.20","1.32","454","-2.97","-1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","103","105","100","","16.0 %","10.4 %","","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","-1.9","-1.7","-3.6","19 - 33","5.6 %","","","","","","","4.88","28.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Athletics","87","75","4.76","568","162","6","0","48","","","1438.1","6309","1537","846","761","160","569","45","54","57","8","967","29","87","75","4.76","568","162","6","0","48","","1438.1","6309","1537","846","761","160","569","45","54","57","8","967","","","","","","","","","","","","6.05","3.56","1.70","9.62","1.00",".270","1.46",".302","67.9 %","4.53","","","","","","","","","159.0","933.2","35.5","499.3","194.5","18.6","","","","-0.97","-115.91","114.94","-4.27","-0.16","1.02","1.01","1.22","1.36","406","3.55","-4.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","84","100","94","","15.3 %","9.0 %","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","-0.3","-6.4","-6.7","22 - 42","6.3 %","","","","","","","4.79","26.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","78","84","4.77","555","162","17","4","33","","","1435.0","6259","1468","815","761","198","647","34","49","55","6","982","30","78","84","4.77","555","162","17","4","33","","1435.0","6259","1468","815","761","198","647","34","49","55","6","982","","","","","","","","","","","","6.16","4.06","1.52","9.21","1.24",".264","1.47",".290","71.5 %","5.01","","","","","","","","","119.6","991.0","1.0","439.1","120.6","11.7","","","","-1.96","-111.46","109.50","1.08","0.57","0.97","0.96","1.10","1.19","393","-0.43","-1.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","77","101","105","","15.7 %","10.3 %","","","-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7","4.0","-1.9","2.1","19 - 42","5.4 %","","","","","","","4.90","29.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","70","92","4.79","562","162","4","0","37","","","1431.1","6258","1472","826","762","177","624","17","56","65","5","877","30","70","92","4.79","562","162","4","0","37","","1431.1","6258","1472","826","762","177","624","17","56","65","5","877","","","","","","","","","","","","5.51","3.92","1.41","9.26","1.11",".264","1.46",".286","69.6 %","4.94","","","","","","","","","107.0","932.2","33.6","494.0","140.7","13.3","","","","-0.17","-110.74","110.57","-29.75","-2.83","1.00","0.98","1.13","1.24","400","-1.46","1.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","65","97","101","","14.0 %","10.0 %","","","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","5.1","-2.8","2.3","24 - 37","4.0 %","","","","","","","5.06","26.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","64","98","4.90","614","162","6","2","33","","","1435.2","6389","1560","852","781","171","655","54","54","46","12","943","26","64","98","4.90","614","162","6","2","33","","1435.2","6389","1560","852","781","171","655","54","54","46","12","943","","","","","","","","","","","","5.91","4.11","1.44","9.78","1.07",".275","1.54",".304","69.8 %","4.85","","","","","","","","","87.1","942.9","6.7","486.7","93.8","9.1","","","","-11.08","-118.45","107.37","-115.32","-11.14","0.99","0.94","1.04","1.10","452","-12.56","1.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","87","111","106","","14.8 %","10.3 %","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","-3.2","0.6","-2.6","22 - 34","4.5 %","","","","","","","5.00","27.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","97","65","4.91","628","162","3","1","46","","","1450.1","6374","1503","860","792","197","634","55","54","53","3","1120","31","97","65","4.91","628","162","3","1","46","","1450.1","6374","1503","860","792","197","634","55","54","53","3","1120","","","","","","","","","","","","6.95","3.93","1.77","9.33","1.22",".264","1.47",".299","69.5 %","4.78","","","","","","","","","129.4","936.8","35.0","507.0","164.3","15.5","","","","4.21","-110.44","114.65","31.30","2.49","0.99","0.97","1.10","1.18","466","4.84","-0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","80","99","98","","17.6 %","10.0 %","","","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","0.8","-1.6","-0.8","22 - 41","7.6 %","","","","","","","4.63","30.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"White Sox","75","86","4.92","571","162","6","1","39","","","1438.1","6452","1608","870","787","210","596","31","61","60","9","968","25","75","86","4.92","571","162","6","1","39","","1438.1","6452","1608","870","787","210","596","31","61","60","9","968","","","","","","","","","","","","6.06","3.73","1.62","10.06","1.31",".277","1.53",".303","70.8 %","5.06","","","","","","","","","87.5","930.1","33.1","501.7","120.6","11.3","","","","-3.08","-112.35","109.28","-52.54","-4.88","0.96","0.92","1.04","1.11","409","-5.16","1.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","57","101","104","","15.0 %","9.2 %","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","-0.5","0.9","0.3","21 - 32","5.8 %","","","","","","","4.85","27.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","84","78","4.93","539","162","14","3","39","","","1439.0","6368","1582","862","788","191","575","25","53","54","4","1009","27","84","78","4.93","539","162","14","3","39","","1439.0","6368","1582","862","788","191","575","25","53","54","4","1009","","","","","","","","","","","","6.31","3.60","1.75","9.89","1.19",".276","1.50",".306","69.4 %","4.77","","","","","","","","","129.3","964.5","18.3","470.3","147.6","13.9","","","","1.55","-113.89","115.44","-0.94","-0.33","1.00","0.98","1.12","1.23","377","3.12","-1.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","69","100","100","","15.8 %","9.0 %","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","-1.8","1.1","-0.8","22 - 37","6.8 %","","","","","","","4.73","27.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phillies","77","85","4.93","603","162","11","2","32","","","1438.1","6348","1494","846","788","212","627","24","58","67","10","1030","28","77","85","4.93","603","162","11","2","32","","1438.1","6348","1494","846","788","212","627","24","58","67","10","1030","","","","","","","","","","","","6.44","3.92","1.64","9.35","1.33",".264","1.47",".290","70.8 %","5.05","","","","","","","","","70.8","954.3","-0.6","476.1","70.2","6.9","","","","-0.19","-111.24","111.05","-28.86","-3.27","0.99","0.95","1.01","1.06","441","-1.40","1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","74","107","110","","16.2 %","9.9 %","","","-0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","2.1","2.1","4.2","22 - 35","6.4 %","","","","","","","4.78","29.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","63","97","5.03","578","161","13","3","34","","","1423.1","6216","1591","845","795","208","487","22","28","57","6","927","26","63","97","5.03","578","161","13","3","34","","1423.1","6216","1591","845","795","208","487","22","28","57","6","927","","","","","","","","","","","","5.86","3.08","1.90","10.06","1.32",".279","1.46",".303","69.5 %","4.82","","","","","","","","","105.6","895.4","22.3","521.4","128.0","12.2","","","","-0.46","-105.06","104.60","-28.67","-2.76","0.93","0.95","1.07","1.15","417","-0.79","0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","65","101","102","","14.9 %","7.8 %","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","-0.4","3.1","2.6","23 - 37","7.1 %","","","","","","","4.70","26.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devil Rays","69","93","5.06","615","162","6","2","45","","","1433.0","6482","1606","913","805","172","695","25","79","53","5","1055","28","69","93","5.06","615","162","6","2","45","","1433.0","6482","1606","913","805","172","695","25","79","53","5","1055","","","","","","","","","","","","6.63","4.36","1.52","10.09","1.08",".281","1.61",".320","68.6 %","4.84","","","","","","","","","93.9","874.8","45.9","551.9","139.8","12.9","","","","-2.62","-117.78","115.16","-91.89","-8.69","0.99","0.92","1.03","1.08","453","-7.26","4.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","75","103","100","","16.3 %","10.7 %","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","-6.6","0.4","-6.3","21 - 41","5.6 %","","","","","","","4.88","29.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rangers","95","67","5.07","601","162","6","2","47","","","1436.1","6313","1626","859","809","186","509","23","40","50","2","979","29","95","67","5.07","601","162","6","2","47","","1436.1","6313","1626","859","809","186","509","23","40","50","2","979","","","","","","","","","","","","6.13","3.19","1.92","10.19","1.17",".282","1.49",".313","68.7 %","4.60","","","","","","","","","119.6","911.6","74.0","520.3","193.6","18.4","","","","6.45","-103.82","110.27","27.27","2.16","0.94","0.94","1.10","1.18","439","6.74","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","60","101","94","","15.5 %","8.1 %","","","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","-4.2","1.0","-3.2","23 - 39","7.4 %","","","","","","","4.65","26.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","74","87","5.08","614","161","2","0","40","","","1442.2","6477","1618","886","815","213","616","42","51","64","10","987","27","74","87","5.08","614","161","2","0","40","","1442.2","6477","1618","886","815","213","616","42","51","64","10","987","","","","","","","","","","","","6.16","3.84","1.60","10.09","1.33",".278","1.55",".305","70.4 %","5.07","","","","","","","","","83.7","917.8","-11.9","519.5","71.8","7.0","","","","-5.91","-124.66","118.75","-63.66","-5.55","1.05","1.01","1.18","1.29","453","-8.72","3.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","80","111","110","","15.2 %","9.5 %","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","-3.4","3.0","-0.4","23 - 35","5.7 %","","","","","","","4.86","28.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigers","69","92","5.22","581","161","4","2","33","","","1420.2","6286","1528","882","824","209","583","26","70","43","4","976","27","69","92","5.22","581","161","4","2","33","","1420.2","6286","1528","882","824","209","583","26","70","43","4","976","","","","","","","","","","","","6.18","3.69","1.67","9.68","1.32",".271","1.49",".297","68.8 %","5.05","","","","","","","","","107.5","926.2","24.7","488.4","132.2","12.4","","","","-1.33","-108.97","107.64","-56.15","-5.11","0.97","0.92","1.00","1.05","420","-4.13","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","73","106","102","","15.5 %","9.3 %","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","1.5","-4.2","-2.6","22 - 33","6.3 %","","","","","","","4.79","28.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mariners","79","83","5.25","508","162","7","2","40","","","1433.2","6471","1613","905","836","191","684","39","71","63","3","980","27","79","83","5.25","508","162","7","2","40","","1433.2","6471","1613","905","836","191","684","39","71","63","3","980","","","","","","","","","","","","6.15","4.29","1.43","10.13","1.20",".282","1.60",".313","69.7 %","5.08","","","","","","","","","104.4","960.1","-15.1","464.0","89.4","9.1","","","","-0.52","-114.38","113.85","-34.50","-3.33","0.98","0.95","1.07","1.16","346","-4.94","4.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","77","112","108","","15.1 %","10.6 %","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","-4.2","1.3","-2.9","20 - 36","4.6 %","","","","","","","5.00","28.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","67","95","5.27","602","162","11","3","32","","","1430.2","6359","1619","920","837","221","529","48","27","59","9","980","29","67","95","5.27","602","162","11","3","32","","1430.2","6359","1619","920","837","221","529","48","27","59","9","980","","","","","","","","","","","","6.16","3.33","1.85","10.18","1.39",".279","1.50",".304","67.3 %","4.94","","","","","","","","","104.7","933.0","-8.3","491.6","96.4","9.5","","","","-10.00","-118.81","108.81","-100.70","-8.95","0.99","0.96","1.06","1.13","441","-9.53","-0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","79","116","106","","15.4 %","8.3 %","","","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","-3.0","-4.9","-7.9","23 - 40","7.1 %","","","","","","","4.69","27.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Royals","64","97","5.35","577","161","11","2","29","","","1420.2","6387","1607","921","845","202","643","34","68","59","6","831","26","64","97","5.35","577","161","11","2","29","","1420.2","6387","1607","921","845","202","643","34","68","59","6","831","","","","","","","","","","","","5.26","4.07","1.29","10.18","1.28",".283","1.58",".303","68.6 %","5.31","","","","","","","","","105.8","933.0","-27.2","480.2","78.6","7.4","","","","-11.54","-122.07","110.53","-64.43","-5.50","1.01","0.98","1.13","1.23","416","-5.09","-6.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","101","105","108","","13.0 %","10.1 %","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","-0.4","0.7","0.3","21 - 37","2.9 %","","","","","","","5.19","26.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rockies","72","90","6.03","582","162","12","1","33","","","1429.0","6574","1700","1028","957","237","737","46","60","70","3","1032","28","72","90","6.03","582","162","12","1","33","","1429.0","6574","1700","1028","957","237","737","46","60","70","3","1032","","","","","","","","","","","","6.50","4.64","1.40","10.71","1.49",".294","1.71",".325","67.9 %","5.52","","","","","","","","","79.7","933.0","7.3","491.1","87.1","8.4","","","","-8.81","-125.38","116.58","-126.45","-10.87","1.00","0.93","1.01","1.06","420","-11.93","3.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","73","109","109","","15.7 %","11.2 %","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","-8.6","9.1","0.5","24 - 32","4.5 %","","","","","","","5.01","30.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
